CabName,UnitType,ID,Lat,Lon,Route,Milepost,direction,UnitName,isHOV,isMetered,isDuplicate,isReversible,isAuxillary,isCollector
005es00066,"trap      ",15339,47.612600190,-122.330357600,005,0.66000,W,005es00066:_MW__T2,0,0,0,0,0,0
005es00066,"station   ",14852,47.612600190,-122.330357600,005,0.66000,W,005es00066:_MW_Stn,0,0,0,0,0,0
005es00088,"main      ",14166,47.615682170,-122.329174100,005,0.88000,N,005es00088:_MN___1,0,0,0,0,0,0
005es00088,"main      ",14139,47.615682170,-122.329174100,005,0.88000,N,005es00088:_MN___2,0,0,0,0,0,0
005es00088,"main      ",13978,47.615682170,-122.329174100,005,0.88000,N,005es00088:_MN___3,0,0,0,0,0,0
005es00088,"speed     ",14169,47.615682170,-122.329174100,005,0.88000,N,005es00088:_MN__S1,0,0,0,0,0,0
005es00088,"speed     ",14411,47.615682170,-122.329174100,005,0.88000,N,005es00088:_MN__S2,0,0,0,0,0,0
005es00088,"speed     ",14531,47.615682170,-122.329174100,005,0.88000,N,005es00088:_MN__S3,0,0,0,0,0,0
005es00088,"trap      ",15118,47.615682170,-122.329174100,005,0.88000,N,005es00088:_MN__T1,0,0,0,0,0,0
005es00088,"trap      ",15313,47.615682170,-122.329174100,005,0.88000,N,005es00088:_MN__T2,0,0,0,0,0,0
005es00088,"trap      ",15003,47.615682170,-122.329174100,005,0.88000,N,005es00088:_MN__T3,0,0,0,0,0,0
005es00088,"station   ",14718,47.615682170,-122.329174100,005,0.88000,N,005es00088:_MN_Stn,0,0,0,0,0,0
005es00088,"main      ",14596,47.615682170,-122.329174100,005,0.88000,S,005es00088:_MS___1,0,0,0,0,0,0
005es00088,"main      ",13953,47.615682170,-122.329174100,005,0.88000,S,005es00088:_MS___2,0,0,0,0,0,0
005es00088,"main      ",13991,47.615682170,-122.329174100,005,0.88000,S,005es00088:_MS___3,0,0,0,0,0,0
005es00088,"speed     ",14190,47.615682170,-122.329174100,005,0.88000,S,005es00088:_MS__S1,0,0,0,0,0,0
005es00088,"speed     ",14320,47.615682170,-122.329174100,005,0.88000,S,005es00088:_MS__S2,0,0,0,0,0,0
005es00088,"speed     ",14245,47.615682170,-122.329174100,005,0.88000,S,005es00088:_MS__S3,0,0,0,0,0,0
005es00088,"trap      ",15171,47.615682170,-122.329174100,005,0.88000,S,005es00088:_MS__T1,0,0,0,0,0,0
005es00088,"trap      ",15375,47.615682170,-122.329174100,005,0.88000,S,005es00088:_MS__T2,0,0,0,0,0,0
005es00088,"trap      ",15050,47.615682170,-122.329174100,005,0.88000,S,005es00088:_MS__T3,0,0,0,0,0,0
005es00088,"other     ",14453,47.615682170,-122.329174100,005,0.88000,S,005es00088:_MS_O_1,0,0,0,0,0,0
005es00088,"speed     ",14126,47.615682170,-122.329174100,005,0.88000,S,005es00088:_MS_OS1,0,0,0,0,0,0
005es00088,"trap      ",15116,47.615682170,-122.329174100,005,0.88000,S,005es00088:_MS_OT1,0,0,0,0,0,0
