id,route,direction,mpdirection,milepost_small,milepost_large,geometry
10,5,N,I,173.0,175.0,"LINESTRING (-122.329698529678 47.70945809, -122.329673212102 47.7096044311117, -122.329587310054 47.7099017810515, -122.329468725297 47.7102969567149, -122.329312575086 47.7106481215367, -122.329178214719 47.710934064097, -122.328858949903 47.7114337539087, -122.328664258782 47.7117125296194, -122.32847459632 47.7119628437044, -122.328329903355 47.71212324833, -122.328168873454 47.7123325648904, -122.327840797861 47.7127512904202, -122.327639260429 47.7130058465066, -122.327360726162 47.7133434336073, -122.327143812025 47.7136215930843, -122.326205237258 47.7148123986508, -122.325582413436 47.7155722760217, -122.325058218311 47.7163627517355, -122.324903929879 47.7166371305767, -122.324663215324 47.7171518001951, -122.324488273345 47.7176573310703, -122.324317221816 47.718276334014, -122.324271368785 47.7185162871046, -122.324232497639 47.7187845117595, -122.324191101301 47.7198556308481, -122.324196936889 47.7215485153077, -122.324215088955 47.7231332331494, -122.324182546712 47.724689110937, -122.324150238337 47.7296561279262, -122.324141689764 47.7309330398566, -122.324149490064 47.7313058845229, -122.324186212266 47.7317958761274, -122.324229435671 47.7321849675896, -122.324297316431 47.7325669528184, -122.324387813779 47.7329536556645, -122.324471066204 47.7332765710531, -122.324610368182 47.733707841356, -122.324750704982 47.7340711703674, -122.324883226094 47.7344024708448, -122.325066878799 47.734819607226, -122.325248573121 47.735179655098, -122.325466615683 47.7355828147483, -122.325724947132 47.7359987874228, -122.327005682877 47.7381164760303, -122.328068777023 47.7398961320364, -122.3281403462767 47.74000967)"
11,5,N,I,175.0,177.0,"LINESTRING (-122.3281403462767 47.74000967, -122.328849536916 47.7411347349799, -122.328908563001 47.7412372787838, -122.329168499301 47.7417026765389, -122.329226938215 47.7418073054817, -122.329392483239 47.7421306390052, -122.329540535823 47.7425248063328, -122.32965906553 47.7429295147064, -122.329729078315 47.7433719440065, -122.329757726971 47.7436903137107, -122.329766774577 47.7440332775058, -122.329733726396 47.7444066997413, -122.32966771628 47.7447740342243, -122.329575860837 47.7451450751882, -122.329483178784 47.7454921977595, -122.329088777683 47.7468997868438, -122.329041348146 47.7470748633919, -122.328995554406 47.7472474468976, -122.328914231712 47.7476351234065, -122.328866720483 47.7479920286974, -122.32886100533 47.7484053994997, -122.328877303253 47.7487344268389, -122.328936204441 47.7491434279916, -122.329073264031 47.7496520051903, -122.329221681741 47.7500562478592, -122.329632305888 47.7510176775903, -122.329781469621 47.7514116557685, -122.329901410183 47.7518566607567, -122.330005487893 47.7522750331531, -122.330070765 47.7527242538771, -122.330096916092 47.75304976469, -122.330103605765 47.7533890225695, -122.330072468496 47.753844549939, -122.330013225367 47.7542659247376, -122.329919698255 47.7546652352201, -122.329792514775 47.7550605475021, -122.32958772027 47.755538453118, -122.329496943707 47.7557326438, -122.329428597459 47.755878850828, -122.329334359715 47.75605846736, -122.329251803499 47.7562075861061, -122.329027479413 47.7565589597666, -122.328831698445 47.7568390542014, -122.328498058259 47.7572362569081, -122.327535207395 47.7581856166638, -122.326865809415 47.7588613270556, -122.325955803631 47.7598014567536, -122.325489420023 47.7602920596442, -122.324968464103 47.7609235516162, -122.324490041003 47.761570672261, -122.324089971727 47.7622059470349, -122.324013341132 47.7623407041672, -122.323873815435 47.7626171228726, -122.323798067015 47.76275678465, -122.32369674696 47.7629728736195, -122.323640375361 47.7630905096638, -122.323577162307 47.7632435504905, -122.323522739332 47.7633784206028, -122.323424236608 47.7635989233372, -122.323232429635 47.7641123884495, -122.323107091972 47.764567797279, -122.323022860462 47.7649302419004, -122.322875858429 47.7655760566754, -122.322733898101 47.7662516637056, -122.32251754557 47.7672243886057, -122.32234857227 47.7680870674408, -122.322228089089 47.7685322374929, -122.322083723688 47.7690205199354, -122.322001951495 47.7692200107418, -122.321942662156 47.7693702741319, -122.3218781085165 47.76950293)"
12,5,N,I,177.0,179.0,"LINESTRING (-122.3218781085165 47.76950293, -122.321806387084 47.7696503154762, -122.321561631291 47.7700983929252, -122.321461481598 47.7702536233947, -122.320762943128 47.7712616073412, -122.320129437446 47.7721074672431, -122.319502061214 47.7729425486233, -122.31917758853 47.7733959991265, -122.318743744292 47.7740683487088, -122.318413671407 47.7747589536721, -122.318271749487 47.7751337000547, -122.318187213119 47.7754628502459, -122.318043524463 47.7760015403856, -122.317985555906 47.7762458327513, -122.317721925461 47.7773752078364, -122.317597844375 47.7779045438789, -122.317037427423 47.7802598981238, -122.316671739066 47.7819185223132, -122.316388597778 47.7831879373723, -122.316259523285 47.7838570054156, -122.316127405774 47.7848604824998, -122.31608388691 47.7856504641829, -122.316076421924 47.787057518479, -122.316098855201 47.7888606513075, -122.316102869612 47.7897543767398, -122.3160968075803 47.79091216)"
13,5,N,I,179.0,181.0,"LINESTRING (-122.3160968075803 47.79091216, -122.316092780313 47.7916813249988, -122.316085119386 47.7919682560158, -122.316064629034 47.7922440900723, -122.316021629059 47.7925908288316, -122.315965515357 47.7929915299527, -122.31585069929 47.7935712204862, -122.315463541344 47.7950858146718, -122.315133585606 47.7963710790546, -122.314776551472 47.7977824128201, -122.314571230486 47.7985939839609, -122.314321760706 47.7994854757864, -122.314224782296 47.7998391628492, -122.314103849111 47.8001453369325, -122.313971291576 47.8004478743811, -122.313762620717 47.8008434157578, -122.313534010651 47.801224069386, -122.31327838725 47.8015733858291, -122.313051682255 47.8018497629136, -122.312681980081 47.802268757044, -122.312271828736 47.8026715770088, -122.311831071866 47.8030547094903, -122.311286094424 47.8034528922733, -122.310942560303 47.8036712170275, -122.310583873423 47.8039007030945, -122.310021084504 47.8042351565845, -122.307298223601 47.8057051844234, -122.306504845579 47.806130781857, -122.306140499036 47.8063260438779, -122.305272323342 47.8067916501686, -122.303480094828 47.8077536770951, -122.302914290681 47.8080527969896, -122.302520342963 47.8082569276743, -122.30190780351 47.808585684386, -122.300575689472 47.8092884953864, -122.29838510299 47.8104441529963, -122.296677037515 47.8113929623588, -122.292636110605 47.8135152227029, -122.29229401152 47.8136989683618, -122.291890239185 47.8139132266883, -122.288080925514 47.8159473403902, -122.2876808805206 47.81616077)"
14,5,N,I,181.0,183.0,"LINESTRING (-122.2876808805206 47.81616077, -122.284937886813 47.8176241955805, -122.282424829698 47.818965875604, -122.280144363923 47.8201839494969, -122.278742224948 47.8209405014321, -122.277007017344 47.8218464231532, -122.274613189618 47.8231289379254, -122.270988087193 47.8250769268897, -122.270092633618 47.825544688202, -122.269194998704 47.8260170805865, -122.267730562283 47.8267877289298, -122.2661426697 47.827648280353, -122.265627987291 47.827924825017, -122.265197513943 47.8281833003813, -122.264821563569 47.8284308720384, -122.264456137947 47.8286950842263, -122.264086727438 47.8289895928408, -122.263776372196 47.829259692262, -122.263481310775 47.8295396399943, -122.263235447353 47.8297986863025, -122.263014185626 47.8300472830824, -122.262793698128 47.830319386261, -122.26262196869 47.8305571589272, -122.262451013841 47.830818437258, -122.262367639228 47.8309532087748, -122.262285269521 47.8310863541389, -122.26215009606 47.8313212570444, -122.262051040595 47.8314913481374, -122.261998072438 47.8316180676023, -122.261832042251 47.8320137598194, -122.261695464192 47.8324089106364, -122.261620368996 47.8327023434118, -122.261544274065 47.832994335769, -122.261347632531 47.8337683030994, -122.261034879545 47.8350236367465, -122.2599831171771 47.83912349)"
0,5,S,D,153.0,155.0,"LINESTRING (-122.2682445600462 47.44337278, -122.268140741031 47.4438427868308, -122.267780176986 47.4453923724925, -122.267539780568 47.4462471407061, -122.267302439908 47.4470102118407, -122.267002944338 47.4478414367011, -122.26667339881 47.4486630337527, -122.265570098626 47.4514084746542, -122.265318813759 47.4520507740467, -122.265103701417 47.4525883501382, -122.264866042307 47.4531934775444, -122.264699111961 47.4536899955153, -122.264538900276 47.4542401791932, -122.264387849565 47.4549179178414, -122.264308828204 47.455376137135, -122.264223995629 47.4559587803903, -122.264178925624 47.456726019524, -122.26419117455 47.4572835900084, -122.264200227106 47.4575106715556, -122.264234526737 47.4580124659962, -122.264254330182 47.4582218737384, -122.264337766392 47.4587986012036, -122.264417662799 47.4592678508171, -122.264543899803 47.4597901605577, -122.264668037732 47.4602486553366, -122.264781354972 47.460635203454, -122.264846304229 47.4608165487999, -122.264998226335 47.4612084213926, -122.265156615327 47.461575662403, -122.265219407645 47.4617225318438, -122.265408603016 47.4621135222585, -122.265511561508 47.4623141883888, -122.265852245368 47.4629328485391, -122.266110599833 47.4633984823614, -122.266617701946 47.4644283182932, -122.266836981119 47.4648727727024, -122.267113362265 47.4654348990904, -122.267386228983 47.4661096104226, -122.2673872706567 47.46611278)"
1,5,S,D,155.0,157.0,"LINESTRING (-122.2673872706567 47.46611278, -122.267809789986 47.4673984107724, -122.267993233958 47.4680005005, -122.268187809418 47.4686393813429, -122.268318838963 47.4691548952487, -122.268597212807 47.4702293553011, -122.268939422787 47.4715851217721, -122.269086773654 47.4721440680062, -122.269233013691 47.4726694285229, -122.269410538044 47.4732413593751, -122.269622409273 47.4738026877977, -122.269728567894 47.4740567043628, -122.269901577052 47.4744503599689, -122.270124648001 47.4749006205633, -122.270341769673 47.4753207290772, -122.271522784821 47.4774567719614, -122.271829233471 47.4779999583095, -122.272010410515 47.4782756932621, -122.272078071258 47.4784103383541, -122.272168991592 47.4785592238428, -122.272434298825 47.4790861275334, -122.272574358739 47.4794233933347, -122.272680292975 47.4797779823493, -122.272743535946 47.4801903477099, -122.272752611763 47.480613621533, -122.272691207991 47.4811123537404, -122.272559950884 47.4815305866262, -122.272378779501 47.4819764220939, -122.272197660557 47.4822653152499, -122.271968860881 47.4826219516142, -122.271714457165 47.4828768015019, -122.271558158483 47.4830253811035, -122.270937145663 47.4835857902325, -122.270429546276 47.4839934728395, -122.270279857111 47.4841041546036, -122.267767889319 47.4861005101798, -122.266521910657 47.4870449715798, -122.266266042922 47.4872505362258, -122.265961419376 47.487483666373, -122.265848733642 47.4875854911261, -122.265696655293 47.4877229109904, -122.265437733725 47.4879889526229, -122.265198959844 47.4882647646871, -122.265061782041 47.4884735077827, -122.264944690732 47.488671869237, -122.264800126675 47.4889872859667, -122.264699387385 47.4892606962146, -122.264639967571 47.4895031468786, -122.264606234332 47.4898329765927, -122.264599796218 47.4900884626122, -122.264622976874 47.4903401401918, -122.264665981601 47.4905915170844, -122.26474862793 47.4908422909022, -122.264835566067 47.491072838879, -122.26499994114 47.4913963042732, -122.265151855596 47.4916426669018, -122.265363792526 47.4919049228342, -122.265595224399 47.4921567995381, -122.265875575392 47.4924230723283, -122.266117222381 47.4926495746088, -122.266402502025 47.4928804699418, -122.267282907354 47.4935925588307, -122.269405711067 47.4953094181799, -122.27129597639 47.4969158307372, -122.2720748736182 47.49759552)"
2,5,S,D,157.0,159.0,"LINESTRING (-122.2720748736182 47.49759552, -122.272158918484 47.4976688600901, -122.273002510409 47.4984356166061, -122.274147643046 47.4995211198286, -122.277592292998 47.5028517064967, -122.278077071328 47.5033415562118, -122.278439639216 47.5037113531942, -122.279129093688 47.5044918195195, -122.279642959246 47.5050676479449, -122.280111218231 47.5056728859377, -122.281403661772 47.5073458055381, -122.281750412944 47.5077946155036, -122.284189318462 47.5109823814259, -122.284711287722 47.5116947739449, -122.286084158268 47.5134766887402, -122.286240637855 47.5136797852781, -122.28666461218 47.5142300489848, -122.287566210774 47.5154545131855, -122.287945151082 47.5159968480296, -122.288308705065 47.5165632103396, -122.288589693092 47.5170253016245, -122.2895069300242 47.51886156)"
3,5,S,D,159.0,161.0,"LINESTRING (-122.2895069300242 47.51886156, -122.29044534793 47.5207402215308, -122.290707435344 47.521307451806, -122.290927722315 47.5218114773541, -122.291123879505 47.5223784090919, -122.292038008051 47.5250371392323, -122.292337434354 47.5258289342558, -122.292692203574 47.5266434004553, -122.293103786995 47.5275241975602, -122.293470977351 47.5282645390243, -122.29438677798 47.5300990309908, -122.294494682797 47.5303116935117, -122.294602198083 47.5305391057943, -122.295255562052 47.5319099026317, -122.295882898464 47.5331242590997, -122.29628147028 47.5339405349968, -122.296674560761 47.5347107102662, -122.296940937768 47.535106480546, -122.297157358964 47.5353712531709, -122.297255812535 47.5354917012957, -122.297587094583 47.5358761092708, -122.297853810344 47.536134097501, -122.298084585794 47.5363368718319, -122.298214227616 47.5364507813698, -122.298285080333 47.5365130357043, -122.29948771584 47.5375000455564, -122.300066911545 47.5379729478913, -122.301718089462 47.5393339139526, -122.302264658918 47.5397959031473, -122.30297528673 47.5404132888389, -122.303810756354 47.5412001148479, -122.304514949774 47.5418855642561, -122.30573162541 47.5431261149049, -122.307195884974 47.5446190082929, -122.307630632376 47.5450931963252, -122.3080193486912 47.54547272)"
4,5,S,D,161.0,163.0,"LINESTRING (-122.3080193486912 47.54547272, -122.30817892197 47.5456285195762, -122.308656168314 47.5460915554299, -122.309174709241 47.5465411239264, -122.309657670639 47.5469396076408, -122.310298407608 47.5473933792822, -122.310645614161 47.5476061854949, -122.310960133206 47.547809567134, -122.312041418807 47.548415273262, -122.312269758723 47.5485436208896, -122.313601714472 47.5492994512278, -122.314807869641 47.5499967355297, -122.315198011746 47.5502383858501, -122.315556906223 47.5504584930062, -122.315942384138 47.550701150983, -122.316339384753 47.5509906707997, -122.316707314903 47.5513008057748, -122.317073872504 47.551642951386, -122.317375724797 47.5519893295823, -122.317588309483 47.5522954440255, -122.31799015158 47.5529877192938, -122.318138122931 47.553231740167, -122.318178277538 47.5532979594365, -122.318305786757 47.5535051740919, -122.318427456012 47.5537173286935, -122.319166429875 47.5550058451963, -122.319636868703 47.5557008073425, -122.320261085827 47.5565378611541, -122.3208637598 47.5573248419684, -122.321088330048 47.5576506449639, -122.321283707798 47.5579937059961, -122.321538480803 47.5584769714409, -122.321772115919 47.5590680950679, -122.321926138328 47.559653744825, -122.322007834104 47.5601565184876, -122.322039458868 47.5606466303155, -122.322039221989 47.5614296588698, -122.321996258298 47.5618536646347, -122.321944136528 47.562217394562, -122.321854035739 47.5626321262802, -122.321769868053 47.5629709177863, -122.321699980163 47.5632640095685, -122.321145445684 47.5656285684221, -122.320967996056 47.5665573172054, -122.320889020951 47.5668926939516, -122.320531586698 47.5686912902119, -122.320404522962 47.5693419400285, -122.320366800808 47.5696782412207, -122.320242999377 47.5707302038476, -122.320201983071 47.5712595736157, -122.320168883657 47.5716368972237, -122.320163461128 47.571698710381, -122.3201615323392 47.57172527)"
5,5,S,D,163.0,165.0,"LINESTRING (-122.3201615323392 47.57172527, -122.320152818333 47.5718452627586, -122.320134453607 47.5722825228226, -122.320129040621 47.5724097517441, -122.320103167875 47.5728562284816, -122.320100079042 47.5731715471418, -122.320091520137 47.573296190186, -122.320039212858 47.574057891037, -122.320009741223 47.5746497668811, -122.319977040433 47.5752321895169, -122.319921392863 47.5757602310171, -122.31986699102 47.5762884615965, -122.319765742021 47.5768995413744, -122.319566772615 47.5776833055983, -122.319483779008 47.5780115603979, -122.319387637422 47.5783961359275, -122.319334220779 47.5787229167055, -122.319292902696 47.5791133571428, -122.319287463436 47.5793503315328, -122.319277547943 47.5797273912172, -122.319303010978 47.5801380907897, -122.319359933671 47.5804967527551, -122.319459317055 47.5809353995859, -122.319573020772 47.5813570225937, -122.319957138483 47.5828631586156, -122.320039004523 47.5832247922466, -122.320100902934 47.5835833748534, -122.320173989634 47.5839787482774, -122.320224088662 47.5844282462687, -122.32027732013 47.5848239268533, -122.320304933407 47.5851964890924, -122.320376875538 47.5861425250857, -122.320401665126 47.5865760558632, -122.320424542879 47.5869554126691, -122.320459411299 47.5873950642012, -122.320501115368 47.5877438831242, -122.320563582461 47.5881061038391, -122.32063138372 47.5885046327494, -122.32074465168 47.5889128184327, -122.320856320632 47.5892739851714, -122.320958520115 47.5896487406262, -122.321078592696 47.5901105842075, -122.321176405726 47.5905022088399, -122.321244657594 47.5909010142856, -122.321254213211 47.5909888432624, -122.321282344819 47.5914002112888, -122.321263163179 47.5917340765469, -122.321236395231 47.5919486446099, -122.321208561218 47.592171763803, -122.321121172206 47.5925511742369, -122.320937115989 47.5934531381256, -122.320906423894 47.5936472077443, -122.320872727094 47.5938118920669, -122.320845021695 47.5939472898877, -122.320810543818 47.5941224927819, -122.320644346285 47.594978297798, -122.320589113894 47.5953064946337, -122.320571943168 47.5954754977961, -122.320559364831 47.5955993044632, -122.32054578088 47.5961092902612, -122.320547759866 47.5962782606034, -122.320608152182 47.5967376734548, -122.320690158607 47.5971026642107, -122.320800808533 47.5974336012649, -122.320931324635 47.5977642315139, -122.321060029148 47.5980187641302, -122.321195766342 47.5982780031872, -122.321359770181 47.5985270398802, -122.321532227015 47.5987763661886, -122.321708848832 47.5990021044891, -122.321954899615 47.5992738803351, -122.322149528227 47.5994848260832, -122.322214612828 47.5995553656021, -122.322450362777 47.5997667378069, -122.322711518965 47.5999945141592, -122.323058813264 47.6002713466938, -122.3239136817858 47.60093775)"
6,5,S,D,165.0,167.0,"LINESTRING (-122.3239136817858 47.60093775, -122.324892645947 47.6017008906901, -122.325605202986 47.6022375857399, -122.325931399823 47.6024777784516, -122.32619754678 47.6027054689848, -122.326473976947 47.6029430778298, -122.326762356003 47.6032159672439, -122.32690543785 47.6033601745711, -122.327018864408 47.6034755447115, -122.327271967013 47.6037571989212, -122.328388414125 47.6050591297209, -122.328848605965 47.6055818177807, -122.329691284712 47.6065721298872, -122.33021021494 47.6072037172472, -122.330536285176 47.6076096336596, -122.330785948559 47.6079684278308, -122.330928219818 47.6082181358903, -122.331050051334 47.6084379985593, -122.331179821819 47.6087442658403, -122.331203749077 47.6088177163351, -122.331290910996 47.6090852682311, -122.331367465537 47.6094335327945, -122.331398456878 47.6097646207524, -122.331416754814 47.6100006435676, -122.331413274835 47.6103333621852, -122.331361049329 47.6106937315262, -122.331263235763 47.6110735488872, -122.331137860736 47.6114514778759, -122.330907527733 47.6120153830913, -122.330761516798 47.612336228702, -122.330608448089 47.6127255980405, -122.330574494028 47.6128119657286, -122.330427889123 47.6131848894257, -122.330158006876 47.613816924917, -122.329889535232 47.6144555151781, -122.329709470989 47.614910963047, -122.329513438313 47.6154127425885, -122.329254582238 47.6160843036841, -122.3291602599 47.6163368563607, -122.328919542177 47.6171578669932, -122.328814616786 47.6176137014531, -122.328721809986 47.6180956713134, -122.328677718157 47.6184706103628, -122.328628722043 47.619099450152, -122.328634432948 47.6192659728524, -122.328647016773 47.6194276280567, -122.328634212729 47.6203610536239, -122.328641100486 47.6205618474366, -122.328645367604 47.6206861893028, -122.328659122572 47.6213229325577, -122.328683393445 47.6220305908938, -122.328676817741 47.6229134956795, -122.328711752258 47.6234187336226, -122.328709667038 47.6238709966053, -122.328708975802 47.6246207601874, -122.328711965711 47.6254775724865, -122.328766490379 47.6265537415166, -122.328770980734 47.6267836073822, -122.3287318184763 47.62700736)"
7,5,S,D,167.0,169.0,"LINESTRING (-122.3287318184763 47.62700736, -122.328654975111 47.6274464027208, -122.328540744147 47.6279536079842, -122.32848727111 47.6280904932659, -122.328417155506 47.6282870156425, -122.328318593796 47.6284788984014, -122.328229602 47.6286100853353, -122.328132975701 47.6287403941807, -122.327934210787 47.6290084574663, -122.327834314899 47.6291408296191, -122.327465260845 47.6295287669006, -122.327396050845 47.6296018241462, -122.327326241612 47.6296713427664, -122.327098362184 47.629928261155, -122.32684669903 47.6301309988264, -122.326250002285 47.630699680241, -122.325907859627 47.630990651788, -122.325558176576 47.6313134433658, -122.324963647152 47.631951539495, -122.32480470926 47.6321135433018, -122.324655255585 47.6323157565502, -122.3244437433 47.6326986335964, -122.324276677726 47.6330510263853, -122.324095540185 47.6334907004721, -122.323831259358 47.6341598007782, -122.323740536894 47.6344168271354, -122.323648089366 47.6347065504636, -122.323562297465 47.6350246171198, -122.323507137479 47.6352407266827, -122.323424982868 47.6355821829784, -122.323361623427 47.6358910558458, -122.323312191504 47.6361916390343, -122.323288684149 47.6364187863342, -122.323270123968 47.6366123217071, -122.323255988271 47.6367749772657, -122.323253575316 47.6369347841695, -122.323247240674 47.6371060896131, -122.323330237746 47.6397389835863, -122.323314371048 47.6404658579776, -122.323311454783 47.6405998626204, -122.32330539904 47.6409195175139, -122.323289233815 47.6413706103925, -122.323193530431 47.6431925857012, -122.323125606113 47.6440199516003, -122.323114017124 47.6442571246191, -122.323076477035 47.6451178097512, -122.322982501311 47.6460565966584, -122.322939704836 47.6461877442972, -122.322915568807 47.6464038083344, -122.322906669957 47.646489160638, -122.322888501178 47.6466492137433, -122.322802730044 47.6473513945463, -122.322700329956 47.6484282516662, -122.322664072871 47.6496216837622, -122.322625112171 47.6513904208336, -122.3225914921825 47.65315705)"
8,5,S,D,169.0,171.0,"LINESTRING (-122.3225914921825 47.65315705, -122.322577112678 47.653912649664, -122.3225728036 47.6548045068683, -122.322561280841 47.6556802921008, -122.322550197303 47.6561791727577, -122.32260871195 47.6571627884433, -122.322648064031 47.6580223785016, -122.322635991721 47.6584423285555, -122.322620810249 47.6589703718335, -122.322562056264 47.6597223273379, -122.322504167422 47.6605015295704, -122.322470244595 47.6609519027137, -122.322446286043 47.6611783872601, -122.322427010463 47.6613357764718, -122.322396822279 47.6615861581284, -122.322373754325 47.6618388133461, -122.322336686643 47.6620940619325, -122.322320335673 47.6623370893698, -122.322287665339 47.6627207987679, -122.322259602921 47.6633424449907, -122.322294014522 47.6644407039189, -122.322295690376 47.6649690841508, -122.322290515436 47.6653767987874, -122.322345061743 47.6675319092124, -122.322356153119 47.6678561316061, -122.322353966926 47.6683184278827, -122.322346706863 47.6689835493124, -122.322294597918 47.6704417638678, -122.322253470729 47.6708874873956, -122.322212197588 47.671226106341, -122.32212238834 47.6717939721838, -122.321921779908 47.6726253805052, -122.321516436948 47.6739806011373, -122.32146504688 47.6741828016433, -122.321356953692 47.6746081111768, -122.321289300975 47.6749745259024, -122.321209931824 47.6754140967051, -122.321144085743 47.6757845598055, -122.321100316679 47.6761769066715, -122.321025748448 47.6767153090449, -122.321040752439 47.6780180116425, -122.321056561723 47.678928617125, -122.321084260603 47.6796580190074, -122.321093907111 47.6799120476396, -122.3211316040668 47.68044759)"
9,5,S,D,171.0,173.0,"LINESTRING (-122.3211316040668 47.68044759, -122.321132486096 47.6804601205608, -122.321205960281 47.6809904612306, -122.321315317191 47.6814911746178, -122.321383437602 47.681694981644, -122.321467319846 47.681887847007, -122.321680340192 47.6823224553374, -122.321820830495 47.6825676094702, -122.321986157857 47.6828367081279, -122.322162520356 47.6830772559489, -122.322300379984 47.6832454077275, -122.322500561892 47.6835003064465, -122.322731263528 47.6837293231225, -122.322893041944 47.6838877688542, -122.32348483462 47.6843420129766, -122.324447751744 47.6851055125103, -122.325552211445 47.6859681641141, -122.326531996699 47.6867314703463, -122.327429341312 47.6874715562551, -122.327832131735 47.6878342497273, -122.328018311944 47.6880097490208, -122.328250128937 47.6882899637742, -122.328481530817 47.6885580180295, -122.328716974013 47.6889436024814, -122.328959255762 47.6893534070155, -122.329114774185 47.6896326018551, -122.329216510428 47.6898838142255, -122.329342487791 47.6901948758577, -122.329409235071 47.6904653738169, -122.329525105993 47.6914895813825, -122.329496245988 47.6927470517714, -122.329478461993 47.6934528781387, -122.329476590463 47.694097635094, -122.329488682955 47.6947989405313, -122.329524657109 47.6953214573358, -122.329580278255 47.6959163908713, -122.329606540295 47.6961311514825, -122.329682858864 47.6967787353945, -122.329936503455 47.6989157382855, -122.330078127335 47.7000651030316, -122.330169364872 47.7011463244914, -122.330150708781 47.7015970897284, -122.330126708521 47.7021769308847, -122.330019797381 47.7036099729748, -122.330000089605 47.7039103435308, -122.329963891256 47.7044299322863, -122.329937189367 47.7048763852097, -122.3299873458 47.7058460843765, -122.330101472563 47.7077324900697, -122.330142204914 47.7084135087901, -122.330136374777 47.7088803460402, -122.330129169257 47.7090620483389, -122.3300852554937 47.70945809)"
10,5,S,D,173.0,175.0,"LINESTRING (-122.3300852554937 47.70945809, -122.330078725404 47.7095169824153, -122.330036545938 47.7096879439745, -122.329862515523 47.7102178027743, -122.329733328407 47.7104793376792, -122.329593522824 47.7107815840194, -122.329458306045 47.7110192714242, -122.329330309876 47.7112271541797, -122.329086273361 47.7115802232886, -122.328619526641 47.7121592624912, -122.328216876549 47.7126805298216, -122.328085309037 47.7128731672672, -122.32734107385 47.7137901438272, -122.326471825108 47.7148771616628, -122.325659314651 47.7158873494323, -122.325329083684 47.7164196389465, -122.325047166267 47.7169592812542, -122.324765634481 47.7176854362555, -122.324638318307 47.7181780608006, -122.324571225817 47.7184994404511, -122.324509936336 47.7191653886667, -122.324513270891 47.7192626519319, -122.324502588978 47.7196520826442, -122.324478477498 47.7201755308757, -122.324471670473 47.7215508365954, -122.324483684193 47.7231310968637, -122.324428107423 47.7246650024101, -122.32443224857 47.7265382624669, -122.324424049212 47.7278764756917, -122.324426635643 47.7289886984743, -122.324401685044 47.7296555238178, -122.324390225976 47.7309190817681, -122.32440844848 47.7313052019792, -122.324444135372 47.7317649708413, -122.324496971261 47.7321438328944, -122.324570865112 47.7325559638955, -122.324653569941 47.7329343568361, -122.324767410543 47.7333492256102, -122.324901479619 47.7337504670791, -122.32501711641 47.734078277275, -122.325141042234 47.7343682061554, -122.325323198959 47.7347416840374, -122.325509298952 47.7350848639095, -122.325747485645 47.73549442805, -122.32600730417 47.7359303259348, -122.326840435098 47.7372856693412, -122.328169462614 47.7394976783679, -122.3284814114276 47.74000967)"
11,5,S,D,175.0,177.0,"LINESTRING (-122.3284814114276 47.74000967, -122.329206682743 47.7412000346636, -122.329460781738 47.7416558549491, -122.329690857301 47.7421158889093, -122.329838912053 47.7425100558622, -122.329947952027 47.7429283524343, -122.33002700108 47.7433437594015, -122.330051401233 47.7437633804819, -122.330056009745 47.7440421915737, -122.330031189118 47.744401994848, -122.329966451726 47.744769359087, -122.329866262602 47.7451875709051, -122.329759473302 47.7455588456552, -122.329384792608 47.7469306415694, -122.32934228223 47.7470983343939, -122.329291636318 47.7473100165175, -122.329214138216 47.7476640323278, -122.329175085229 47.7479771233191, -122.329163125924 47.7483536337253, -122.32918069205 47.7487195993453, -122.329234040493 47.7491118885142, -122.329343896503 47.7495536933755, -122.329512844668 47.7500014495519, -122.329941776619 47.7510025840694, -122.330147983356 47.7515324093658, -122.330304455154 47.7521706026844, -122.330433561547 47.7529906473126, -122.330435883116 47.7533008639325, -122.330420286558 47.7536266187691, -122.330404213918 47.7539388179029, -122.33030647784 47.7544105284749, -122.3302191881 47.7547961775904, -122.330079070276 47.7552052547915, -122.329935997578 47.7555284829347, -122.329845078511 47.755743538882, -122.329769619954 47.755885733073, -122.329658962458 47.7560776784428, -122.329563325574 47.7562370866672, -122.329321950329 47.756630038445, -122.329143642988 47.7569096307109, -122.328982423281 47.7570966009955, -122.328816531042 47.7572722497844, -122.328587199137 47.7575120684668, -122.32735439705 47.758783094015, -122.327058683565 47.7590836812301, -122.326723932705 47.7594201773847, -122.326016592047 47.7601643554912, -122.325640163087 47.7605775275169, -122.325203153215 47.7611029704224, -122.324926861379 47.7615010005282, -122.324509384172 47.762126603331, -122.324368655069 47.7623677397002, -122.324167717059 47.762732014156, -122.324017050781 47.7630357597062, -122.323912366724 47.7632421729606, -122.323749916653 47.7636720465939, -122.323568830723 47.7641943709223, -122.323397563049 47.7648048450479, -122.323075683745 47.7662812035926, -122.322897017474 47.767072982704, -122.322773070984 47.7676253764571, -122.322665898073 47.7681213164193, -122.322522494432 47.7687015352835, -122.322405515802 47.7690466863016, -122.3222297704384 47.76950293)"
