date,Minimum Temperature,Mean Temperature,Maximum Temperature,Mean Sea Level Pressure,Mean Dew Point,Total Precipitation,Visibility,Snow Depth,Mean Wind Speed,Maximum Sustained Wind Speed,Maximum Wind Gust
2015-01-17,43.0 F,46.2 F,53.1 F,30.08 IN,No data.,0.00 IN,No data.,No data.,3.22 MPH,8.06 MPH,999.00 MPH
2015-01-18,46.0 F,51.1 F,57.0 F,29.84 IN,No data.,0.00 IN,No data.,No data.,11.16 MPH,25.32 MPH,999.00 MPH
2015-01-19,47.1 F,48.4 F,51.3 F,30.31 IN,No data.,0.00 IN,No data.,No data.,5.98 MPH,9.21 MPH,999.00 MPH
2015-01-20,42.3 F,45.9 F,50.2 F,30.44 IN,No data.,0.00 IN,No data.,No data.,2.65 MPH,9.21 MPH,999.00 MPH
2015-01-21,37.8 F,42.7 F,48.9 F,30.33 IN,No data.,0.00 IN,No data.,No data.,2.65 MPH,8.06 MPH,999.00 MPH
2015-01-22,44.8 F,45.9 F,49.1 F,30.28 IN,No data.,0.00 IN,No data.,No data.,2.88 MPH,9.21 MPH,999.00 MPH
2015-01-23,49.6 F,50.4 F,52.3 F,30.37 IN,No data.,0.00 IN,No data.,No data.,4.72 MPH,6.90 MPH,999.00 MPH
2015-01-24,53.4 F,55.5 F,59.5 F,30.29 IN,No data.,0.00 IN,No data.,No data.,7.48 MPH,14.96 MPH,999.00 MPH
2015-01-25,52.0 F,55.6 F,60.1 F,30.19 IN,No data.,0.00 IN,No data.,No data.,3.68 MPH,6.90 MPH,999.00 MPH
2015-01-26,46.8 F,52.0 F,64.0 F,29.98 IN,No data.,0.00 IN,No data.,No data.,3.34 MPH,6.90 MPH,999.00 MPH
2015-01-27,50.4 F,53.7 F,64.6 F,30.01 IN,No data.,0.00 IN,No data.,No data.,4.60 MPH,5.87 MPH,999.00 MPH
2015-01-28,46.8 F,49.1 F,52.5 F,30.30 IN,No data.,0.00 IN,No data.,No data.,3.34 MPH,6.90 MPH,999.00 MPH
2015-01-29,45.0 F,47.6 F,53.1 F,30.36 IN,No data.,0.00 IN,No data.,No data.,4.14 MPH,9.21 MPH,999.00 MPH
2015-01-30,37.8 F,44.1 F,51.4 F,30.32 IN,No data.,0.00 IN,No data.,No data.,3.34 MPH,8.06 MPH,999.00 MPH
2015-01-31,40.1 F,41.9 F,45.7 F,30.26 IN,No data.,0.00 IN,No data.,No data.,2.99 MPH,6.90 MPH,999.00 MPH
2015-02-01,43.3 F,45.1 F,48.2 F,30.09 IN,No data.,0.00 IN,No data.,No data.,4.37 MPH,9.21 MPH,999.00 MPH
2015-02-02,45.3 F,48.3 F,52.5 F,29.99 IN,No data.,0.00 IN,No data.,No data.,4.26 MPH,10.24 MPH,999.00 MPH
2015-02-03,48.2 F,49.8 F,53.6 F,30.05 IN,No data.,0.00 IN,No data.,No data.,5.52 MPH,13.81 MPH,999.00 MPH
2015-02-04,44.2 F,47.3 F,50.4 F,30.05 IN,No data.,0.00 IN,No data.,No data.,1.73 MPH,5.87 MPH,999.00 MPH
2015-02-05,48.0 F,50.6 F,57.4 F,29.68 IN,No data.,0.00 IN,No data.,No data.,6.33 MPH,10.24 MPH,999.00 MPH
2015-02-06,53.6 F,55.7 F,58.1 F,29.40 IN,No data.,0.00 IN,No data.,No data.,8.06 MPH,14.96 MPH,999.00 MPH
2015-02-07,55.2 F,55.6 F,55.9 F,29.45 IN,No data.,0.00 IN,No data.,No data.,9.44 MPH,11.39 MPH,999.00 MPH
2015-02-08,46.9 F,53.8 F,60.1 F,29.87 IN,46.5 F,0.71 IN,9.6 MI,No data.,5.41 MPH,11.39 MPH,20.71 MPH
2015-02-09,50.2 F,53.0 F,56.7 F,29.72 IN,No data.,0.00 IN,No data.,No data.,2.30 MPH,4.72 MPH,999.00 MPH
2015-02-10,51.4 F,53.3 F,56.1 F,30.11 IN,No data.,0.00 IN,No data.,No data.,6.21 MPH,9.21 MPH,999.00 MPH
2015-02-11,45.9 F,49.0 F,55.4 F,30.24 IN,No data.,0.00 IN,No data.,No data.,2.19 MPH,5.87 MPH,999.00 MPH
2015-02-12,50.2 F,54.5 F,61.5 F,30.22 IN,No data.,0.00 IN,No data.,No data.,3.91 MPH,6.90 MPH,999.00 MPH
2015-02-13,47.7 F,52.2 F,60.3 F,30.22 IN,No data.,0.00 IN,No data.,No data.,3.22 MPH,6.90 MPH,999.00 MPH
2015-02-14,51.1 F,53.0 F,56.1 F,30.29 IN,No data.,0.00 IN,No data.,No data.,2.07 MPH,8.06 MPH,999.00 MPH
2015-02-15,45.5 F,49.3 F,54.0 F,30.44 IN,No data.,0.00 IN,No data.,No data.,4.03 MPH,10.24 MPH,999.00 MPH
2015-02-16,45.0 F,48.9 F,57.2 F,30.33 IN,No data.,0.00 IN,No data.,No data.,3.34 MPH,8.06 MPH,999.00 MPH
2015-02-17,46.6 F,51.0 F,58.3 F,30.22 IN,No data.,0.00 IN,No data.,No data.,5.75 MPH,11.39 MPH,999.00 MPH
2015-02-18,44.8 F,49.9 F,58.6 F,30.18 IN,No data.,0.00 IN,No data.,No data.,4.26 MPH,8.06 MPH,999.00 MPH
2015-02-19,48.4 F,51.1 F,55.0 F,30.27 IN,No data.,0.00 IN,No data.,No data.,3.22 MPH,6.90 MPH,999.00 MPH
2015-02-20,48.4 F,49.8 F,52.0 F,30.27 IN,No data.,0.00 IN,No data.,No data.,2.30 MPH,5.87 MPH,999.00 MPH
2015-02-21,45.0 F,50.5 F,55.9 F,30.30 IN,40.5 F,0.02 IN,10.0 MI,No data.,3.91 MPH,10.24 MPH,19.56 MPH
2015-02-22,39.7 F,47.4 F,54.0 F,30.43 IN,No data.,0.00 IN,No data.,No data.,2.76 MPH,11.39 MPH,999.00 MPH
2015-02-23,38.3 F,45.6 F,52.9 F,30.42 IN,No data.,0.00 IN,No data.,No data.,2.65 MPH,5.87 MPH,999.00 MPH
2015-02-24,40.1 F,47.7 F,53.1 F,30.39 IN,No data.,0.00 IN,No data.,No data.,1.73 MPH,4.72 MPH,999.00 MPH
2015-02-25,46.8 F,48.0 F,49.8 F,30.40 IN,No data.,0.00 IN,No data.,No data.,3.34 MPH,6.90 MPH,999.00 MPH
2015-02-26,46.9 F,48.4 F,51.3 F,30.22 IN,No data.,0.00 IN,No data.,No data.,2.88 MPH,5.87 MPH,999.00 MPH
2015-02-27,47.7 F,49.5 F,52.0 F,29.83 IN,No data.,0.00 IN,No data.,No data.,4.03 MPH,5.87 MPH,999.00 MPH
2015-02-28,45.3 F,48.8 F,53.8 F,30.03 IN,No data.,0.00 IN,No data.,No data.,7.02 MPH,10.24 MPH,999.00 MPH
2015-03-01,38.7 F,45.8 F,52.9 F,30.22 IN,No data.,0.00 IN,No data.,No data.,4.60 MPH,9.21 MPH,999.00 MPH
2015-03-02,44.1 F,46.9 F,52.0 F,30.02 IN,No data.,0.00 IN,No data.,No data.,5.64 MPH,9.21 MPH,999.00 MPH
2015-03-03,36.5 F,45.0 F,49.8 F,30.19 IN,No data.,0.00 IN,No data.,No data.,4.72 MPH,12.77 MPH,999.00 MPH
2015-03-04,35.4 F,43.3 F,51.4 F,30.28 IN,No data.,0.00 IN,No data.,No data.,4.26 MPH,6.90 MPH,999.00 MPH
2015-03-05,40.8 F,46.7 F,54.0 F,30.33 IN,No data.,0.00 IN,No data.,No data.,3.11 MPH,6.90 MPH,999.00 MPH
2015-03-06,42.6 F,47.7 F,53.4 F,30.41 IN,No data.,0.00 IN,No data.,No data.,2.07 MPH,4.72 MPH,999.00 MPH
2015-03-07,42.1 F,49.5 F,59.5 F,30.36 IN,No data.,0.00 IN,No data.,No data.,2.76 MPH,8.06 MPH,999.00 MPH
2015-03-08,43.5 F,51.2 F,59.0 F,30.25 IN,No data.,0.00 IN,No data.,No data.,3.22 MPH,8.06 MPH,999.00 MPH
2015-03-09,44.4 F,49.8 F,60.4 F,30.13 IN,No data.,0.00 IN,No data.,No data.,3.22 MPH,8.06 MPH,999.00 MPH
2015-03-10,43.3 F,47.7 F,54.0 F,29.98 IN,No data.,0.00 IN,No data.,No data.,3.80 MPH,9.21 MPH,999.00 MPH
2015-03-11,50.7 F,54.0 F,58.6 F,29.91 IN,No data.,0.00 IN,No data.,No data.,4.72 MPH,8.06 MPH,999.00 MPH
2015-03-12,53.8 F,56.6 F,64.2 F,30.25 IN,No data.,0.00 IN,No data.,No data.,7.02 MPH,13.81 MPH,999.00 MPH
2015-03-13,50.5 F,54.1 F,63.0 F,30.24 IN,No data.,0.00 IN,No data.,No data.,2.30 MPH,8.06 MPH,999.00 MPH
2015-03-14,52.3 F,56.2 F,64.0 F,29.90 IN,No data.,0.00 IN,No data.,No data.,6.33 MPH,18.30 MPH,999.00 MPH
2015-03-15,45.5 F,50.4 F,57.6 F,29.86 IN,No data.,0.00 IN,No data.,No data.,4.60 MPH,12.77 MPH,999.00 MPH
2015-03-16,44.1 F,46.7 F,54.0 F,30.12 IN,No data.,0.00 IN,No data.,No data.,4.72 MPH,10.24 MPH,999.00 MPH
2015-03-17,45.1 F,50.2 F,57.0 F,30.09 IN,No data.,0.00 IN,No data.,No data.,4.37 MPH,10.24 MPH,999.00 MPH
2015-03-18,48.2 F,52.1 F,60.4 F,30.24 IN,No data.,0.00 IN,No data.,No data.,4.37 MPH,8.06 MPH,999.00 MPH
2015-03-19,50.0 F,54.7 F,60.3 F,30.17 IN,No data.,0.00 IN,No data.,No data.,4.72 MPH,6.90 MPH,999.00 MPH
2015-03-20,52.0 F,54.4 F,59.0 F,29.98 IN,No data.,0.00 IN,No data.,No data.,3.22 MPH,5.87 MPH,999.00 MPH
2015-03-21,49.8 F,53.4 F,56.3 F,29.98 IN,No data.,0.00 IN,No data.,No data.,6.90 MPH,13.81 MPH,999.00 MPH
2015-03-22,45.7 F,50.2 F,57.6 F,30.05 IN,No data.,0.00 IN,No data.,No data.,4.14 MPH,10.24 MPH,999.00 MPH
2015-03-23,45.0 F,48.5 F,53.2 F,29.96 IN,No data.,0.00 IN,No data.,No data.,4.03 MPH,8.06 MPH,999.00 MPH
2015-03-24,45.1 F,48.1 F,54.5 F,30.04 IN,No data.,0.00 IN,No data.,No data.,5.41 MPH,9.21 MPH,999.00 MPH
2015-03-25,46.4 F,51.6 F,58.5 F,30.23 IN,No data.,0.00 IN,No data.,No data.,5.98 MPH,9.21 MPH,999.00 MPH
2015-03-26,54.3 F,57.4 F,69.4 F,30.28 IN,No data.,0.00 IN,No data.,No data.,4.26 MPH,8.06 MPH,999.00 MPH
2015-03-27,49.8 F,58.0 F,69.1 F,30.07 IN,No data.,0.00 IN,No data.,No data.,3.45 MPH,9.21 MPH,999.00 MPH
2015-03-28,50.2 F,53.8 F,60.1 F,30.17 IN,No data.,0.00 IN,No data.,No data.,10.70 MPH,20.83 MPH,999.00 MPH
2015-03-29,51.8 F,55.2 F,60.3 F,30.28 IN,No data.,0.00 IN,No data.,No data.,6.90 MPH,13.81 MPH,999.00 MPH
2015-03-30,54.0 F,57.4 F,63.7 F,30.10 IN,No data.,0.00 IN,No data.,No data.,5.98 MPH,9.21 MPH,999.00 MPH
2015-03-31,45.5 F,53.1 F,64.8 F,29.97 IN,No data.,0.00 IN,No data.,No data.,5.98 MPH,17.26 MPH,999.00 MPH
2015-04-01,43.7 F,46.7 F,52.9 F,30.24 IN,No data.,0.00 IN,No data.,No data.,3.91 MPH,9.21 MPH,999.00 MPH
2015-04-02,43.9 F,47.7 F,56.5 F,30.37 IN,No data.,0.00 IN,No data.,No data.,4.26 MPH,10.24 MPH,999.00 MPH
2015-04-03,45.5 F,49.3 F,56.1 F,30.26 IN,No data.,0.00 IN,No data.,No data.,6.10 MPH,13.81 MPH,999.00 MPH
2015-04-04,42.4 F,47.5 F,54.3 F,30.14 IN,No data.,0.00 IN,No data.,No data.,5.41 MPH,13.81 MPH,999.00 MPH
2015-04-05,41.9 F,48.7 F,57.6 F,29.87 IN,No data.,0.00 IN,No data.,No data.,4.14 MPH,11.39 MPH,999.00 MPH
2015-04-06,46.4 F,50.9 F,59.4 F,29.76 IN,No data.,0.00 IN,No data.,No data.,5.18 MPH,10.24 MPH,999.00 MPH
2015-04-07,47.1 F,51.0 F,55.8 F,29.84 IN,No data.,0.00 IN,No data.,No data.,3.80 MPH,10.24 MPH,999.00 MPH
2015-04-08,46.6 F,52.6 F,61.9 F,29.99 IN,No data.,0.00 IN,No data.,No data.,3.57 MPH,10.24 MPH,999.00 MPH
2015-04-09,46.0 F,51.8 F,62.1 F,30.13 IN,No data.,0.00 IN,No data.,No data.,3.57 MPH,11.39 MPH,999.00 MPH
2015-04-10,49.6 F,54.6 F,64.9 F,29.94 IN,No data.,0.00 IN,No data.,No data.,6.21 MPH,13.81 MPH,999.00 MPH
2015-04-11,45.0 F,48.5 F,51.6 F,29.88 IN,No data.,0.00 IN,No data.,No data.,8.29 MPH,14.96 MPH,999.00 MPH
2015-04-12,44.8 F,48.1 F,55.0 F,30.16 IN,No data.,0.00 IN,No data.,No data.,4.83 MPH,11.39 MPH,999.00 MPH
2015-04-13,46.8 F,50.1 F,53.6 F,29.99 IN,No data.,0.00 IN,No data.,No data.,3.68 MPH,9.21 MPH,999.00 MPH
2015-04-14,40.5 F,43.9 F,52.5 F,30.14 IN,No data.,0.00 IN,No data.,No data.,5.29 MPH,11.39 MPH,999.00 MPH
2015-04-15,42.1 F,47.0 F,53.1 F,30.49 IN,No data.,0.00 IN,No data.,No data.,4.37 MPH,6.90 MPH,999.00 MPH
2015-04-16,43.5 F,50.9 F,59.5 F,30.42 IN,No data.,0.00 IN,No data.,No data.,4.83 MPH,11.39 MPH,999.00 MPH
2015-04-17,49.3 F,54.8 F,62.6 F,30.24 IN,No data.,0.00 IN,No data.,No data.,5.52 MPH,11.39 MPH,999.00 MPH
2015-04-18,50.2 F,55.7 F,62.8 F,30.33 IN,No data.,0.00 IN,No data.,No data.,5.41 MPH,11.39 MPH,999.00 MPH
2015-04-19,50.2 F,56.9 F,63.1 F,30.21 IN,No data.,0.00 IN,No data.,No data.,4.60 MPH,13.81 MPH,999.00 MPH
2015-04-20,49.5 F,57.0 F,69.4 F,29.97 IN,No data.,0.00 IN,No data.,No data.,3.22 MPH,12.77 MPH,999.00 MPH
2015-04-21,52.2 F,58.5 F,70.5 F,29.90 IN,No data.,0.00 IN,No data.,No data.,3.68 MPH,8.06 MPH,999.00 MPH
2015-04-22,44.2 F,48.5 F,56.7 F,30.14 IN,No data.,0.00 IN,No data.,No data.,5.06 MPH,8.06 MPH,999.00 MPH
2015-04-23,47.1 F,50.2 F,58.8 F,29.99 IN,No data.,0.00 IN,No data.,No data.,6.21 MPH,11.39 MPH,999.00 MPH
2015-04-24,45.0 F,48.6 F,54.1 F,29.80 IN,No data.,0.00 IN,No data.,No data.,8.75 MPH,14.96 MPH,999.00 MPH
2015-04-25,44.6 F,49.4 F,55.2 F,29.93 IN,No data.,0.00 IN,No data.,No data.,5.18 MPH,10.24 MPH,999.00 MPH
2015-04-26,43.5 F,49.9 F,59.7 F,30.15 IN,No data.,0.00 IN,No data.,No data.,4.14 MPH,8.06 MPH,999.00 MPH
2015-04-27,53.1 F,57.1 F,66.2 F,30.23 IN,No data.,0.00 IN,No data.,No data.,5.41 MPH,9.21 MPH,999.00 MPH
2015-04-28,52.0 F,59.7 F,70.2 F,30.02 IN,No data.,0.00 IN,No data.,No data.,5.64 MPH,12.77 MPH,999.00 MPH
2015-04-29,47.8 F,51.6 F,59.7 F,30.22 IN,No data.,0.00 IN,No data.,No data.,4.49 MPH,8.06 MPH,999.00 MPH
2015-04-30,49.8 F,53.8 F,61.2 F,30.29 IN,No data.,0.00 IN,No data.,No data.,4.72 MPH,13.81 MPH,999.00 MPH
2015-05-01,52.3 F,55.4 F,60.6 F,30.11 IN,No data.,0.00 IN,No data.,No data.,4.95 MPH,11.39 MPH,999.00 MPH
2015-05-02,50.0 F,55.5 F,61.9 F,30.06 IN,No data.,0.00 IN,No data.,No data.,5.87 MPH,11.39 MPH,999.00 MPH
2015-05-03,48.9 F,56.0 F,64.2 F,30.01 IN,No data.,0.00 IN,No data.,No data.,5.64 MPH,12.77 MPH,999.00 MPH
2015-05-04,48.9 F,56.3 F,65.5 F,29.91 IN,No data.,0.00 IN,No data.,No data.,6.10 MPH,14.96 MPH,999.00 MPH
2015-05-05,47.7 F,53.1 F,61.0 F,30.01 IN,No data.,0.00 IN,No data.,No data.,8.86 MPH,13.81 MPH,999.00 MPH
2015-05-06,47.1 F,50.3 F,59.2 F,30.12 IN,No data.,0.00 IN,No data.,No data.,5.41 MPH,11.39 MPH,999.00 MPH
2015-05-07,47.5 F,54.6 F,64.6 F,30.14 IN,No data.,0.00 IN,No data.,No data.,4.14 MPH,12.77 MPH,999.00 MPH
2015-05-08,51.6 F,59.1 F,67.8 F,30.05 IN,No data.,0.00 IN,No data.,No data.,5.29 MPH,14.96 MPH,999.00 MPH
2015-05-09,51.3 F,59.8 F,74.7 F,30.06 IN,No data.,0.00 IN,No data.,No data.,3.57 MPH,9.21 MPH,999.00 MPH
2015-05-10,53.2 F,61.3 F,74.8 F,30.05 IN,No data.,0.00 IN,No data.,No data.,3.80 MPH,8.06 MPH,999.00 MPH
2015-05-11,52.7 F,57.5 F,66.7 F,30.05 IN,No data.,0.00 IN,No data.,No data.,5.41 MPH,9.21 MPH,999.00 MPH
2015-05-12,55.0 F,56.9 F,62.6 F,29.88 IN,48.1 F,0.00 IN,9.8 MI,No data.,3.91 MPH,9.21 MPH,999.00 MPH
2015-05-13,53.2 F,53.4 F,53.6 F,29.91 IN,No data.,0.00 IN,No data.,No data.,5.87 MPH,6.90 MPH,999.00 MPH
2015-05-14,51.3 F,53.0 F,58.1 F,29.92 IN,No data.,0.00 IN,No data.,No data.,3.34 MPH,5.87 MPH,999.00 MPH
2015-05-15,50.7 F,55.8 F,62.2 F,29.86 IN,No data.,0.00 IN,No data.,No data.,3.80 MPH,8.06 MPH,999.00 MPH
2015-05-16,53.4 F,56.5 F,64.2 F,29.95 IN,No data.,0.00 IN,No data.,No data.,4.14 MPH,6.90 MPH,999.00 MPH
2015-05-17,52.5 F,55.9 F,59.9 F,30.05 IN,No data.,0.00 IN,No data.,No data.,3.22 MPH,4.72 MPH,999.00 MPH
2015-05-18,53.1 F,59.3 F,72.0 F,30.05 IN,No data.,0.00 IN,No data.,No data.,4.03 MPH,10.24 MPH,999.00 MPH
2015-05-19,54.3 F,59.5 F,71.6 F,30.07 IN,No data.,0.00 IN,No data.,No data.,3.68 MPH,10.24 MPH,999.00 MPH
2015-05-20,52.0 F,57.0 F,65.3 F,30.01 IN,No data.,0.00 IN,No data.,No data.,3.34 MPH,5.87 MPH,999.00 MPH
2015-05-21,53.4 F,58.4 F,70.0 F,29.87 IN,No data.,0.00 IN,No data.,No data.,2.99 MPH,5.87 MPH,999.00 MPH
2015-05-22,54.3 F,59.2 F,68.9 F,29.92 IN,No data.,0.00 IN,No data.,No data.,3.80 MPH,6.90 MPH,999.00 MPH
2015-05-23,54.3 F,56.4 F,59.2 F,30.11 IN,No data.,0.00 IN,No data.,No data.,4.37 MPH,8.06 MPH,999.00 MPH
2015-05-24,53.4 F,57.2 F,61.0 F,30.14 IN,No data.,0.00 IN,No data.,No data.,3.68 MPH,4.72 MPH,999.00 MPH
2015-05-25,54.0 F,57.0 F,60.1 F,30.01 IN,No data.,0.00 IN,No data.,No data.,4.14 MPH,4.72 MPH,999.00 MPH
2015-05-26,53.8 F,56.9 F,64.2 F,30.03 IN,No data.,0.00 IN,No data.,No data.,3.11 MPH,4.72 MPH,999.00 MPH
2015-05-27,55.0 F,59.3 F,66.0 F,30.04 IN,No data.,0.00 IN,No data.,No data.,2.42 MPH,8.06 MPH,999.00 MPH
2015-05-28,54.3 F,61.3 F,70.9 F,30.04 IN,No data.,0.00 IN,No data.,No data.,2.88 MPH,5.87 MPH,999.00 MPH
2015-05-29,56.3 F,63.6 F,77.4 F,29.97 IN,No data.,0.00 IN,No data.,No data.,3.22 MPH,8.06 MPH,999.00 MPH
2015-05-30,52.3 F,59.6 F,71.6 F,29.94 IN,No data.,0.00 IN,No data.,No data.,3.80 MPH,5.87 MPH,999.00 MPH
2015-05-31,54.3 F,60.2 F,68.7 F,29.89 IN,No data.,0.00 IN,No data.,No data.,4.03 MPH,9.21 MPH,999.00 MPH
2015-06-01,55.0 F,59.6 F,68.2 F,29.85 IN,No data.,0.00 IN,No data.,No data.,4.60 MPH,8.06 MPH,999.00 MPH
2015-06-02,55.9 F,58.2 F,61.2 F,29.97 IN,No data.,0.00 IN,No data.,No data.,4.72 MPH,8.06 MPH,999.00 MPH
2015-06-03,53.2 F,56.6 F,61.2 F,30.06 IN,No data.,0.00 IN,No data.,No data.,4.03 MPH,6.90 MPH,999.00 MPH
2015-06-04,55.2 F,58.7 F,66.2 F,30.09 IN,No data.,0.00 IN,No data.,No data.,3.91 MPH,10.24 MPH,999.00 MPH
2015-06-05,55.2 F,62.8 F,73.4 F,30.11 IN,No data.,0.00 IN,No data.,No data.,4.37 MPH,10.24 MPH,999.00 MPH
2015-06-06,54.9 F,65.4 F,77.5 F,30.03 IN,No data.,0.00 IN,No data.,No data.,3.34 MPH,8.06 MPH,999.00 MPH
2015-06-07,56.8 F,65.1 F,78.4 F,30.01 IN,No data.,0.00 IN,No data.,No data.,3.57 MPH,8.06 MPH,999.00 MPH
2015-06-08,55.9 F,67.5 F,83.7 F,29.99 IN,No data.,0.00 IN,No data.,No data.,4.03 MPH,9.21 MPH,999.00 MPH
2015-06-09,58.5 F,69.8 F,79.2 F,29.94 IN,No data.,0.00 IN,No data.,No data.,3.68 MPH,9.21 MPH,999.00 MPH
2015-06-10,54.3 F,63.4 F,77.2 F,29.93 IN,No data.,0.00 IN,No data.,No data.,3.91 MPH,6.90 MPH,999.00 MPH
2015-06-11,55.2 F,62.0 F,74.5 F,30.06 IN,No data.,0.00 IN,No data.,No data.,3.34 MPH,5.87 MPH,999.00 MPH
2015-06-12,55.4 F,60.2 F,71.1 F,30.14 IN,No data.,0.00 IN,No data.,No data.,4.14 MPH,8.06 MPH,999.00 MPH
2015-06-13,52.7 F,57.9 F,65.7 F,30.11 IN,No data.,0.00 IN,No data.,No data.,2.76 MPH,5.87 MPH,999.00 MPH
2015-06-14,54.7 F,63.6 F,74.5 F,30.01 IN,No data.,0.00 IN,No data.,No data.,4.03 MPH,9.21 MPH,999.00 MPH
2015-06-15,56.1 F,67.0 F,78.3 F,29.92 IN,No data.,0.00 IN,No data.,No data.,3.57 MPH,9.21 MPH,999.00 MPH
2015-06-16,54.7 F,61.7 F,78.6 F,30.03 IN,No data.,0.00 IN,No data.,No data.,4.49 MPH,8.06 MPH,999.00 MPH
2015-06-17,53.6 F,59.3 F,65.7 F,30.08 IN,No data.,0.00 IN,No data.,No data.,3.57 MPH,5.87 MPH,999.00 MPH
2015-06-18,58.5 F,63.7 F,72.3 F,29.99 IN,No data.,0.00 IN,No data.,No data.,3.45 MPH,8.06 MPH,999.00 MPH
2015-06-19,56.8 F,61.2 F,72.7 F,30.07 IN,No data.,0.00 IN,No data.,No data.,4.26 MPH,8.06 MPH,999.00 MPH
2015-06-20,55.8 F,61.6 F,70.0 F,30.11 IN,No data.,0.00 IN,No data.,No data.,4.37 MPH,9.21 MPH,999.00 MPH
2015-06-21,57.6 F,63.4 F,71.2 F,29.93 IN,No data.,0.00 IN,No data.,No data.,4.60 MPH,9.21 MPH,999.00 MPH
2015-06-22,56.5 F,62.6 F,71.4 F,30.03 IN,No data.,0.00 IN,No data.,No data.,3.11 MPH,4.72 MPH,999.00 MPH
2015-06-23,54.7 F,60.8 F,68.2 F,30.12 IN,No data.,0.00 IN,No data.,No data.,2.76 MPH,6.90 MPH,999.00 MPH
2015-06-24,59.4 F,66.3 F,75.7 F,30.06 IN,No data.,0.00 IN,No data.,No data.,2.76 MPH,8.06 MPH,999.00 MPH
2015-06-25,58.1 F,65.6 F,79.5 F,30.11 IN,No data.,0.00 IN,No data.,No data.,2.76 MPH,9.21 MPH,999.00 MPH
2015-06-26,60.3 F,70.4 F,78.8 F,30.08 IN,No data.,0.00 IN,No data.,No data.,4.37 MPH,10.24 MPH,999.00 MPH
2015-06-27,60.3 F,70.5 F,80.8 F,29.97 IN,No data.,0.00 IN,No data.,No data.,3.57 MPH,10.24 MPH,999.00 MPH
2015-06-28,61.5 F,69.8 F,80.6 F,29.93 IN,No data.,0.00 IN,No data.,No data.,2.99 MPH,8.06 MPH,999.00 MPH
2015-06-29,62.2 F,69.1 F,77.5 F,29.96 IN,No data.,0.00 IN,No data.,No data.,2.88 MPH,6.90 MPH,999.00 MPH
2015-06-30,60.1 F,67.3 F,80.6 F,30.06 IN,No data.,0.00 IN,No data.,No data.,3.34 MPH,4.72 MPH,999.00 MPH
2015-07-01,60.4 F,71.1 F,81.5 F,30.03 IN,No data.,0.00 IN,No data.,No data.,4.14 MPH,10.24 MPH,999.00 MPH
2015-07-02,59.2 F,71.3 F,82.8 F,29.98 IN,No data.,0.00 IN,No data.,No data.,3.57 MPH,8.06 MPH,999.00 MPH
2015-07-03,60.6 F,69.8 F,83.3 F,29.93 IN,No data.,0.00 IN,No data.,No data.,2.42 MPH,9.21 MPH,999.00 MPH
2015-07-04,58.8 F,69.2 F,83.1 F,29.86 IN,No data.,0.00 IN,No data.,No data.,3.34 MPH,5.87 MPH,999.00 MPH
2015-07-05,60.1 F,71.2 F,85.1 F,29.80 IN,No data.,0.00 IN,No data.,No data.,3.34 MPH,6.90 MPH,999.00 MPH
2015-07-06,62.1 F,69.9 F,84.9 F,29.93 IN,No data.,0.00 IN,No data.,No data.,3.45 MPH,5.87 MPH,999.00 MPH
2015-07-07,59.9 F,64.0 F,73.8 F,30.01 IN,No data.,0.00 IN,No data.,No data.,3.11 MPH,5.87 MPH,999.00 MPH
2015-07-08,57.7 F,63.6 F,73.9 F,29.89 IN,No data.,0.00 IN,No data.,No data.,2.76 MPH,6.90 MPH,999.00 MPH
2015-07-09,59.0 F,64.1 F,74.1 F,29.75 IN,No data.,0.00 IN,No data.,No data.,3.34 MPH,8.06 MPH,999.00 MPH
2015-07-10,62.8 F,65.3 F,71.2 F,29.80 IN,No data.,0.00 IN,No data.,No data.,4.95 MPH,8.06 MPH,999.00 MPH
2015-07-11,63.0 F,65.0 F,68.2 F,29.88 IN,No data.,0.00 IN,No data.,No data.,4.72 MPH,8.06 MPH,999.00 MPH
2015-07-12,63.0 F,65.8 F,73.8 F,29.98 IN,No data.,0.00 IN,No data.,No data.,3.34 MPH,6.90 MPH,999.00 MPH
2015-07-13,60.1 F,66.5 F,75.6 F,30.04 IN,No data.,0.00 IN,No data.,No data.,3.22 MPH,5.87 MPH,999.00 MPH
2015-07-14,60.1 F,65.4 F,74.5 F,30.04 IN,No data.,0.00 IN,No data.,No data.,3.45 MPH,8.06 MPH,999.00 MPH
2015-07-15,58.1 F,66.2 F,75.6 F,30.03 IN,No data.,0.00 IN,No data.,No data.,3.22 MPH,9.21 MPH,999.00 MPH
2015-07-16,59.4 F,65.1 F,72.1 F,30.10 IN,No data.,0.00 IN,No data.,No data.,3.68 MPH,9.21 MPH,999.00 MPH
2015-07-17,57.6 F,65.5 F,76.8 F,30.11 IN,No data.,0.00 IN,No data.,No data.,3.91 MPH,8.06 MPH,999.00 MPH
2015-07-18,59.4 F,69.9 F,85.6 F,30.00 IN,No data.,0.00 IN,No data.,No data.,2.76 MPH,8.06 MPH,999.00 MPH
2015-07-19,61.2 F,72.1 F,91.0 F,29.94 IN,No data.,0.00 IN,No data.,No data.,2.65 MPH,6.90 MPH,999.00 MPH
2015-07-20,63.5 F,70.0 F,88.0 F,30.01 IN,No data.,0.00 IN,No data.,No data.,5.64 MPH,9.21 MPH,999.00 MPH
