date,Minimum Temperature,Mean Temperature,Maximum Temperature,Mean Sea Level Pressure,Mean Dew Point,Total Precipitation,Visibility,Snow Depth,Mean Wind Speed,Maximum Sustained Wind Speed,Maximum Wind Gust
2013-03-18,40.8 F,43.9 F,52.2 F,30.18 IN,No data.,0.00 IN,No data.,No data.,7.25 MPH,19.45 MPH,25.32 MPH
2013-03-19,40.6 F,44.9 F,52.3 F,30.13 IN,No data.,0.00 IN,No data.,No data.,2.42 MPH,6.90 MPH,9.21 MPH
2013-03-20,44.1 F,47.3 F,51.4 F,29.60 IN,No data.,0.00 IN,No data.,No data.,11.05 MPH,25.32 MPH,32.22 MPH
2013-03-21,39.6 F,42.6 F,48.7 F,30.05 IN,No data.,0.00 IN,No data.,No data.,9.21 MPH,17.26 MPH,31.07 MPH
2013-03-22,36.5 F,39.1 F,45.7 F,30.26 IN,No data.,0.00 IN,No data.,No data.,5.18 MPH,8.06 MPH,14.96 MPH
2013-03-23,36.5 F,41.2 F,48.7 F,30.38 IN,No data.,0.00 IN,No data.,No data.,4.60 MPH,8.06 MPH,10.36 MPH
2013-03-24,36.5 F,42.9 F,49.1 F,30.29 IN,No data.,0.00 IN,No data.,No data.,3.91 MPH,6.90 MPH,9.21 MPH
2013-03-25,41.4 F,47.2 F,55.4 F,30.10 IN,No data.,0.00 IN,No data.,No data.,2.76 MPH,11.39 MPH,12.66 MPH
2013-03-26,46.4 F,51.0 F,57.7 F,29.98 IN,No data.,0.00 IN,No data.,No data.,4.14 MPH,10.24 MPH,12.66 MPH
2013-03-27,47.8 F,50.9 F,57.2 F,29.97 IN,No data.,0.00 IN,No data.,No data.,3.91 MPH,6.90 MPH,9.21 MPH
2013-03-28,46.4 F,49.6 F,55.9 F,30.04 IN,No data.,0.00 IN,No data.,No data.,2.30 MPH,5.87 MPH,6.90 MPH
2013-03-29,47.5 F,51.6 F,58.6 F,30.19 IN,No data.,0.00 IN,No data.,No data.,2.65 MPH,5.87 MPH,9.21 MPH
2013-03-30,45.7 F,53.5 F,62.1 F,30.24 IN,No data.,0.00 IN,No data.,No data.,5.06 MPH,10.24 MPH,13.81 MPH
2013-03-31,48.7 F,55.5 F,62.8 F,30.06 IN,No data.,0.00 IN,No data.,No data.,5.64 MPH,11.39 MPH,14.96 MPH
2013-04-01,48.9 F,54.3 F,64.6 F,30.02 IN,No data.,0.00 IN,No data.,No data.,5.18 MPH,8.06 MPH,12.66 MPH
2013-04-02,49.8 F,53.3 F,61.3 F,30.18 IN,No data.,0.00 IN,No data.,No data.,5.87 MPH,10.24 MPH,12.66 MPH
2013-04-03,47.1 F,50.9 F,55.9 F,30.17 IN,No data.,0.00 IN,No data.,No data.,3.91 MPH,8.06 MPH,9.21 MPH
2013-04-04,48.9 F,52.1 F,58.1 F,29.87 IN,No data.,0.00 IN,No data.,No data.,3.34 MPH,9.21 MPH,999.00 MPH
2013-04-05,51.4 F,54.1 F,57.7 F,29.78 IN,No data.,0.00 IN,No data.,No data.,8.86 MPH,16.11 MPH,21.86 MPH
2013-04-06,46.4 F,50.2 F,55.8 F,29.85 IN,No data.,0.00 IN,No data.,No data.,7.83 MPH,13.81 MPH,17.26 MPH
2013-04-07,40.6 F,45.2 F,48.6 F,29.74 IN,No data.,0.00 IN,No data.,No data.,6.44 MPH,12.77 MPH,31.07 MPH
2013-04-08,43.2 F,45.9 F,53.8 F,29.99 IN,No data.,0.00 IN,No data.,No data.,5.18 MPH,8.06 MPH,9.21 MPH
2013-04-09,45.5 F,49.2 F,54.1 F,30.30 IN,No data.,0.00 IN,No data.,No data.,4.49 MPH,10.24 MPH,12.66 MPH
2013-04-10,51.3 F,53.5 F,58.5 F,30.13 IN,No data.,0.00 IN,No data.,No data.,7.13 MPH,12.77 MPH,20.71 MPH
2013-04-11,45.1 F,49.4 F,56.8 F,30.26 IN,No data.,0.00 IN,No data.,No data.,5.41 MPH,9.21 MPH,16.11 MPH
2013-04-12,42.6 F,46.6 F,53.2 F,30.11 IN,No data.,0.00 IN,No data.,No data.,4.14 MPH,10.24 MPH,17.26 MPH
2013-04-13,39.9 F,43.7 F,47.5 F,29.85 IN,No data.,0.00 IN,No data.,No data.,8.29 MPH,16.11 MPH,21.86 MPH
2013-04-14,41.0 F,44.0 F,52.0 F,29.98 IN,No data.,0.00 IN,No data.,No data.,4.26 MPH,10.24 MPH,13.81 MPH
2013-04-15,41.5 F,45.4 F,53.4 F,30.03 IN,No data.,0.00 IN,No data.,No data.,4.60 MPH,11.39 MPH,999.00 MPH
2013-04-16,40.6 F,46.0 F,54.3 F,30.24 IN,No data.,0.00 IN,No data.,No data.,5.52 MPH,13.81 MPH,17.26 MPH
2013-04-17,42.3 F,49.9 F,57.0 F,30.42 IN,No data.,0.00 IN,No data.,No data.,4.14 MPH,6.90 MPH,12.66 MPH
2013-04-18,45.1 F,48.9 F,57.2 F,30.44 IN,No data.,0.00 IN,No data.,No data.,6.10 MPH,12.77 MPH,14.96 MPH
2013-04-19,50.2 F,51.0 F,53.2 F,30.18 IN,No data.,0.00 IN,No data.,No data.,7.02 MPH,11.39 MPH,17.26 MPH
2013-04-20,47.8 F,50.6 F,55.8 F,30.22 IN,No data.,0.00 IN,No data.,No data.,5.18 MPH,8.06 MPH,12.66 MPH
2013-04-21,45.9 F,48.7 F,54.5 F,30.26 IN,No data.,0.00 IN,No data.,No data.,4.95 MPH,10.24 MPH,16.11 MPH
2013-04-22,43.2 F,48.7 F,57.2 F,30.43 IN,No data.,0.00 IN,No data.,No data.,6.10 MPH,14.96 MPH,17.26 MPH
2013-04-23,41.9 F,50.4 F,59.5 F,30.39 IN,No data.,0.00 IN,No data.,No data.,3.80 MPH,11.39 MPH,17.26 MPH
2013-04-24,46.0 F,53.0 F,62.6 F,30.29 IN,No data.,0.00 IN,No data.,No data.,5.06 MPH,13.81 MPH,19.56 MPH
2013-04-25,47.5 F,56.0 F,66.6 F,30.09 IN,No data.,0.00 IN,No data.,No data.,3.34 MPH,10.24 MPH,12.66 MPH
2013-04-26,47.7 F,54.3 F,64.4 F,30.19 IN,No data.,0.00 IN,No data.,No data.,4.03 MPH,8.06 MPH,9.21 MPH
2013-04-27,52.7 F,56.3 F,64.2 F,30.20 IN,No data.,0.00 IN,No data.,No data.,6.10 MPH,19.45 MPH,20.71 MPH
2013-04-28,49.3 F,52.4 F,56.8 F,30.21 IN,No data.,0.00 IN,No data.,No data.,7.25 MPH,17.26 MPH,17.26 MPH
2013-04-29,44.8 F,50.5 F,55.9 F,30.05 IN,No data.,0.00 IN,No data.,No data.,7.71 MPH,16.11 MPH,17.26 MPH
2013-04-30,41.2 F,46.2 F,55.8 F,30.23 IN,No data.,0.00 IN,No data.,No data.,5.29 MPH,12.77 MPH,13.81 MPH
2013-05-01,40.8 F,48.5 F,58.1 F,30.50 IN,No data.,0.00 IN,No data.,No data.,5.52 MPH,13.81 MPH,14.96 MPH
2013-05-02,48.9 F,55.2 F,63.1 F,30.51 IN,No data.,0.00 IN,No data.,No data.,6.90 MPH,13.81 MPH,17.26 MPH
2013-05-03,50.2 F,56.8 F,65.7 F,30.38 IN,No data.,0.00 IN,No data.,No data.,5.41 MPH,13.81 MPH,16.11 MPH
2013-05-04,54.9 F,61.6 F,72.7 F,30.22 IN,No data.,0.00 IN,No data.,No data.,5.06 MPH,11.39 MPH,17.26 MPH
2013-05-05,55.9 F,65.7 F,77.4 F,29.98 IN,No data.,0.00 IN,No data.,No data.,4.37 MPH,13.81 MPH,17.26 MPH
2013-05-06,54.7 F,63.5 F,79.5 F,29.83 IN,No data.,0.00 IN,No data.,No data.,2.99 MPH,9.21 MPH,17.26 MPH
2013-05-07,52.3 F,61.4 F,81.5 F,29.89 IN,No data.,0.00 IN,No data.,No data.,5.64 MPH,11.39 MPH,16.11 MPH
2013-05-08,52.5 F,56.8 F,68.0 F,30.07 IN,No data.,0.00 IN,No data.,No data.,5.06 MPH,9.21 MPH,10.36 MPH
2013-05-09,50.2 F,53.7 F,60.8 F,30.18 IN,No data.,0.00 IN,No data.,No data.,3.68 MPH,5.87 MPH,6.90 MPH
2013-05-10,50.5 F,55.9 F,63.9 F,30.18 IN,No data.,0.00 IN,No data.,No data.,2.53 MPH,5.87 MPH,6.90 MPH
2013-05-11,54.7 F,60.3 F,76.1 F,30.14 IN,No data.,0.00 IN,No data.,No data.,2.99 MPH,8.06 MPH,999.00 MPH
2013-05-12,58.5 F,64.3 F,79.7 F,30.06 IN,No data.,0.00 IN,No data.,No data.,5.06 MPH,8.06 MPH,13.81 MPH
2013-05-13,55.2 F,59.2 F,64.9 F,30.03 IN,No data.,0.00 IN,No data.,No data.,7.25 MPH,24.17 MPH,36.82 MPH
2013-05-14,48.4 F,52.9 F,59.2 F,30.19 IN,No data.,0.00 IN,No data.,No data.,7.60 MPH,20.83 MPH,25.32 MPH
2013-05-15,50.0 F,55.2 F,60.1 F,30.11 IN,No data.,0.00 IN,No data.,No data.,4.14 MPH,12.77 MPH,999.00 MPH
2013-05-16,53.1 F,56.0 F,64.8 F,30.01 IN,No data.,0.00 IN,No data.,No data.,4.60 MPH,9.21 MPH,10.36 MPH
2013-05-17,54.0 F,58.2 F,66.0 F,29.97 IN,No data.,0.00 IN,No data.,No data.,5.87 MPH,10.24 MPH,12.66 MPH
2013-05-18,53.1 F,56.4 F,63.3 F,30.10 IN,No data.,0.00 IN,No data.,No data.,5.41 MPH,10.24 MPH,13.81 MPH
2013-05-19,54.3 F,56.1 F,60.3 F,30.33 IN,No data.,0.00 IN,No data.,No data.,4.37 MPH,11.39 MPH,999.00 MPH
2013-05-20,49.3 F,54.6 F,61.0 F,30.31 IN,No data.,0.00 IN,No data.,No data.,4.60 MPH,10.24 MPH,12.66 MPH
2013-05-21,47.3 F,53.2 F,61.2 F,29.90 IN,No data.,0.00 IN,No data.,No data.,5.98 MPH,11.39 MPH,23.02 MPH
2013-05-22,45.1 F,48.7 F,53.1 F,29.87 IN,No data.,0.00 IN,No data.,No data.,5.41 MPH,8.06 MPH,12.66 MPH
2013-05-23,46.4 F,50.0 F,54.3 F,29.97 IN,No data.,0.00 IN,No data.,No data.,4.14 MPH,9.21 MPH,17.26 MPH
2013-05-24,49.6 F,52.0 F,61.0 F,30.01 IN,No data.,0.00 IN,No data.,No data.,3.80 MPH,8.06 MPH,9.21 MPH
2013-05-25,51.6 F,55.4 F,61.9 F,30.05 IN,No data.,0.00 IN,No data.,No data.,5.18 MPH,8.06 MPH,14.96 MPH
2013-05-26,50.0 F,54.0 F,60.3 F,29.99 IN,No data.,0.00 IN,No data.,No data.,4.49 MPH,10.24 MPH,10.36 MPH
2013-05-27,53.6 F,57.0 F,62.1 F,29.88 IN,No data.,0.00 IN,No data.,No data.,5.06 MPH,9.21 MPH,10.36 MPH
2013-05-28,53.1 F,56.2 F,59.7 F,29.83 IN,No data.,0.00 IN,No data.,No data.,6.44 MPH,11.39 MPH,16.11 MPH
2013-05-29,49.5 F,54.5 F,60.4 F,29.79 IN,No data.,0.00 IN,No data.,No data.,5.29 MPH,10.24 MPH,17.26 MPH
2013-05-30,50.5 F,54.5 F,58.5 F,30.03 IN,No data.,0.00 IN,No data.,No data.,7.83 MPH,14.96 MPH,19.56 MPH
2013-05-31,50.9 F,55.1 F,61.7 F,30.29 IN,No data.,0.00 IN,No data.,No data.,5.18 MPH,10.24 MPH,14.96 MPH
2013-06-01,52.3 F,57.6 F,66.6 F,30.23 IN,No data.,0.00 IN,No data.,No data.,4.49 MPH,8.06 MPH,10.36 MPH
2013-06-02,54.1 F,59.4 F,66.9 F,30.09 IN,No data.,0.00 IN,No data.,No data.,7.25 MPH,14.96 MPH,20.71 MPH
2013-06-03,52.5 F,58.5 F,66.7 F,30.11 IN,No data.,0.00 IN,No data.,No data.,3.68 MPH,6.90 MPH,9.21 MPH
2013-06-04,54.1 F,61.4 F,72.7 F,30.11 IN,No data.,0.00 IN,No data.,No data.,5.52 MPH,13.81 MPH,16.11 MPH
2013-06-05,57.0 F,64.8 F,74.3 F,30.07 IN,No data.,0.00 IN,No data.,No data.,4.49 MPH,12.77 MPH,20.71 MPH
2013-06-06,54.7 F,62.7 F,73.4 F,30.06 IN,No data.,0.00 IN,No data.,No data.,3.57 MPH,10.24 MPH,14.96 MPH
2013-06-07,57.0 F,62.9 F,74.1 F,30.06 IN,No data.,0.00 IN,No data.,No data.,5.06 MPH,12.77 MPH,16.11 MPH
2013-06-08,54.5 F,58.7 F,65.1 F,30.17 IN,No data.,0.00 IN,No data.,No data.,3.68 MPH,8.06 MPH,9.21 MPH
2013-06-09,54.0 F,58.3 F,64.0 F,30.12 IN,No data.,0.00 IN,No data.,No data.,4.37 MPH,12.77 MPH,13.81 MPH
2013-06-10,52.3 F,57.1 F,65.3 F,30.02 IN,No data.,0.00 IN,No data.,No data.,4.37 MPH,10.24 MPH,16.11 MPH
2013-06-11,52.7 F,58.2 F,64.8 F,29.98 IN,No data.,0.00 IN,No data.,No data.,6.90 MPH,10.24 MPH,14.96 MPH
2013-06-12,53.8 F,58.2 F,63.5 F,30.12 IN,No data.,0.00 IN,No data.,No data.,8.29 MPH,16.11 MPH,23.02 MPH
2013-06-13,53.8 F,57.4 F,63.0 F,30.17 IN,No data.,0.00 IN,No data.,No data.,5.64 MPH,12.77 MPH,17.26 MPH
2013-06-14,55.2 F,58.5 F,63.5 F,30.23 IN,No data.,0.00 IN,No data.,No data.,5.64 MPH,8.06 MPH,16.11 MPH
2013-06-15,53.6 F,59.3 F,66.0 F,30.03 IN,No data.,0.00 IN,No data.,No data.,5.52 MPH,13.81 MPH,14.96 MPH
2013-06-16,55.2 F,62.0 F,71.6 F,30.02 IN,No data.,0.00 IN,No data.,No data.,4.03 MPH,6.90 MPH,9.21 MPH
2013-06-17,56.8 F,62.6 F,71.8 F,30.07 IN,No data.,0.00 IN,No data.,No data.,4.49 MPH,9.21 MPH,13.81 MPH
2013-06-18,57.9 F,63.0 F,71.6 F,29.96 IN,No data.,0.00 IN,No data.,No data.,5.41 MPH,12.77 MPH,14.96 MPH
2013-06-19,55.9 F,59.9 F,68.9 F,29.95 IN,No data.,0.00 IN,No data.,No data.,5.29 MPH,11.39 MPH,17.26 MPH
2013-06-20,55.2 F,59.0 F,63.3 F,30.00 IN,No data.,0.00 IN,No data.,No data.,5.06 MPH,9.21 MPH,14.96 MPH
2013-06-21,54.1 F,55.9 F,60.8 F,30.13 IN,No data.,0.00 IN,No data.,No data.,3.11 MPH,5.87 MPH,9.21 MPH
2013-06-22,54.7 F,60.4 F,69.6 F,30.10 IN,No data.,0.00 IN,No data.,No data.,2.88 MPH,6.90 MPH,999.00 MPH
2013-06-23,56.5 F,63.2 F,72.7 F,29.83 IN,No data.,0.00 IN,No data.,No data.,3.57 MPH,5.87 MPH,9.21 MPH
2013-06-24,57.7 F,61.7 F,66.7 F,29.65 IN,No data.,0.00 IN,No data.,No data.,4.72 MPH,10.24 MPH,19.56 MPH
2013-06-25,58.1 F,62.2 F,70.9 F,29.71 IN,No data.,0.00 IN,No data.,No data.,4.72 MPH,11.39 MPH,12.66 MPH
2013-06-26,58.5 F,61.7 F,68.2 F,29.89 IN,No data.,0.00 IN,No data.,No data.,4.03 MPH,8.06 MPH,17.26 MPH
2013-06-27,56.5 F,61.6 F,69.6 F,30.09 IN,No data.,0.00 IN,No data.,No data.,2.53 MPH,5.87 MPH,9.21 MPH
2013-06-28,57.0 F,62.2 F,69.4 F,30.17 IN,No data.,0.00 IN,No data.,No data.,2.53 MPH,6.90 MPH,8.06 MPH
2013-06-29,59.4 F,65.8 F,75.0 F,30.09 IN,No data.,0.00 IN,No data.,No data.,3.91 MPH,9.21 MPH,13.81 MPH
2013-06-30,58.3 F,66.7 F,81.0 F,29.99 IN,No data.,0.00 IN,No data.,No data.,2.65 MPH,12.77 MPH,16.11 MPH
2013-07-01,60.6 F,68.8 F,84.6 F,29.93 IN,No data.,0.00 IN,No data.,No data.,2.53 MPH,6.90 MPH,9.21 MPH
2013-07-02,59.4 F,65.0 F,77.2 F,30.06 IN,No data.,0.00 IN,No data.,No data.,2.99 MPH,8.06 MPH,9.21 MPH
2013-07-03,60.8 F,65.4 F,71.8 F,30.12 IN,No data.,0.00 IN,No data.,No data.,3.91 MPH,9.21 MPH,12.66 MPH
2013-07-04,58.3 F,64.2 F,73.8 F,30.11 IN,No data.,0.00 IN,No data.,No data.,4.49 MPH,9.21 MPH,12.66 MPH
2013-07-05,57.7 F,62.1 F,68.5 F,30.05 IN,No data.,0.00 IN,No data.,No data.,3.57 MPH,6.90 MPH,8.06 MPH
2013-07-06,56.5 F,64.0 F,73.8 F,29.98 IN,No data.,0.00 IN,No data.,No data.,4.83 MPH,12.77 MPH,14.96 MPH
2013-07-07,57.4 F,64.5 F,74.1 F,29.93 IN,No data.,0.00 IN,No data.,No data.,4.14 MPH,9.21 MPH,13.81 MPH
2013-07-08,56.5 F,63.4 F,74.7 F,30.02 IN,No data.,0.00 IN,No data.,No data.,4.72 MPH,9.21 MPH,9.21 MPH
2013-07-09,58.1 F,63.9 F,74.5 F,30.09 IN,No data.,0.00 IN,No data.,No data.,2.65 MPH,8.06 MPH,12.66 MPH
2013-07-10,57.0 F,64.5 F,78.1 F,30.05 IN,No data.,0.00 IN,No data.,No data.,3.68 MPH,11.39 MPH,13.81 MPH
2013-07-11,56.1 F,60.4 F,66.9 F,30.04 IN,No data.,0.00 IN,No data.,No data.,5.29 MPH,9.21 MPH,12.66 MPH
2013-07-12,56.3 F,59.6 F,66.7 F,30.04 IN,No data.,0.00 IN,No data.,No data.,3.68 MPH,10.24 MPH,16.11 MPH
2013-07-13,53.6 F,59.6 F,71.1 F,30.15 IN,No data.,0.00 IN,No data.,No data.,3.45 MPH,11.39 MPH,13.81 MPH
2013-07-14,55.8 F,63.7 F,72.0 F,30.13 IN,No data.,0.00 IN,No data.,No data.,3.45 MPH,8.06 MPH,13.81 MPH
2013-07-15,59.5 F,66.8 F,74.8 F,30.03 IN,No data.,0.00 IN,No data.,No data.,5.98 MPH,14.96 MPH,17.26 MPH
2013-07-16,62.8 F,71.3 F,77.5 F,29.89 IN,No data.,0.00 IN,No data.,No data.,5.06 MPH,12.77 MPH,17.26 MPH
2013-07-17,61.7 F,68.2 F,80.1 F,30.00 IN,No data.,0.00 IN,No data.,No data.,6.56 MPH,11.39 MPH,14.96 MPH
2013-07-18,57.7 F,62.4 F,69.1 F,30.21 IN,No data.,0.00 IN,No data.,No data.,4.14 MPH,10.24 MPH,12.66 MPH
2013-07-19,59.4 F,63.7 F,73.4 F,30.15 IN,No data.,0.00 IN,No data.,No data.,3.11 MPH,8.06 MPH,9.21 MPH
2013-07-20,55.9 F,61.5 F,70.9 F,30.08 IN,No data.,0.00 IN,No data.,No data.,4.26 MPH,12.77 MPH,999.00 MPH
2013-07-21,55.4 F,59.7 F,64.6 F,29.99 IN,No data.,0.00 IN,No data.,No data.,3.34 MPH,8.06 MPH,9.21 MPH
2013-07-22,56.1 F,61.7 F,70.0 F,30.00 IN,No data.,0.00 IN,No data.,No data.,3.45 MPH,6.90 MPH,8.06 MPH
2013-07-23,55.6 F,63.5 F,75.2 F,30.05 IN,No data.,0.00 IN,No data.,No data.,4.49 MPH,12.77 MPH,16.11 MPH
2013-07-24,56.3 F,65.5 F,79.0 F,30.04 IN,No data.,0.00 IN,No data.,No data.,2.88 MPH,8.06 MPH,10.36 MPH
2013-07-25,54.9 F,63.9 F,80.4 F,30.07 IN,No data.,0.00 IN,No data.,No data.,3.57 MPH,6.90 MPH,12.66 MPH
2013-07-26,56.7 F,65.1 F,79.7 F,30.12 IN,No data.,0.00 IN,No data.,No data.,2.42 MPH,6.90 MPH,10.36 MPH
2013-07-27,56.7 F,64.4 F,78.8 F,30.14 IN,No data.,0.00 IN,No data.,No data.,3.80 MPH,8.06 MPH,9.21 MPH
2013-07-28,54.5 F,60.4 F,74.1 F,30.03 IN,No data.,0.00 IN,No data.,No data.,5.18 MPH,10.24 MPH,13.81 MPH
2013-07-29,57.2 F,61.1 F,68.7 F,30.01 IN,No data.,0.00 IN,No data.,No data.,3.68 MPH,10.24 MPH,13.81 MPH
2013-07-30,56.1 F,61.4 F,72.9 F,30.07 IN,No data.,0.00 IN,No data.,No data.,3.80 MPH,8.06 MPH,9.21 MPH
2013-07-31,55.9 F,59.5 F,66.0 F,30.12 IN,No data.,0.00 IN,No data.,No data.,3.57 MPH,6.90 MPH,9.21 MPH
2013-08-01,55.8 F,61.0 F,68.5 F,30.06 IN,No data.,0.00 IN,No data.,No data.,5.41 MPH,10.24 MPH,999.00 MPH
2013-08-02,58.1 F,61.2 F,66.2 F,30.10 IN,No data.,0.00 IN,No data.,No data.,5.75 MPH,12.77 MPH,999.00 MPH
2013-08-03,57.7 F,60.4 F,66.6 F,30.13 IN,No data.,0.00 IN,No data.,No data.,4.03 MPH,11.39 MPH,999.00 MPH
2013-08-04,56.7 F,63.7 F,73.4 F,30.06 IN,No data.,0.00 IN,No data.,No data.,5.52 MPH,13.81 MPH,999.00 MPH
2013-08-05,57.4 F,65.2 F,76.1 F,30.00 IN,No data.,0.00 IN,No data.,No data.,3.22 MPH,13.81 MPH,999.00 MPH
2013-08-06,56.8 F,63.6 F,78.8 F,29.98 IN,No data.,0.00 IN,No data.,No data.,2.99 MPH,9.21 MPH,999.00 MPH
2013-08-07,54.7 F,64.2 F,77.7 F,29.98 IN,No data.,0.00 IN,No data.,No data.,2.65 MPH,6.90 MPH,999.00 MPH
2013-08-08,58.5 F,64.4 F,79.3 F,30.01 IN,No data.,0.00 IN,No data.,No data.,4.49 MPH,12.77 MPH,999.00 MPH
2013-08-09,57.6 F,63.6 F,77.0 F,29.95 IN,No data.,0.00 IN,No data.,No data.,3.22 MPH,10.24 MPH,999.00 MPH
2013-08-10,59.4 F,64.9 F,74.3 F,29.94 IN,No data.,0.00 IN,No data.,No data.,3.45 MPH,10.24 MPH,999.00 MPH
2013-08-11,58.5 F,62.5 F,71.1 F,30.04 IN,No data.,0.00 IN,No data.,No data.,3.68 MPH,8.06 MPH,999.00 MPH
2013-08-12,57.7 F,63.3 F,71.8 F,30.05 IN,No data.,0.00 IN,No data.,No data.,2.99 MPH,10.24 MPH,999.00 MPH
2013-08-13,57.4 F,63.7 F,73.2 F,30.08 IN,No data.,0.00 IN,No data.,No data.,3.11 MPH,9.21 MPH,999.00 MPH
2013-08-14,57.0 F,64.9 F,76.8 F,29.96 IN,No data.,0.00 IN,No data.,No data.,3.80 MPH,8.06 MPH,999.00 MPH
2013-08-15,60.1 F,64.8 F,71.6 F,29.96 IN,No data.,0.00 IN,No data.,No data.,3.22 MPH,6.90 MPH,999.00 MPH
2013-08-16,58.1 F,62.3 F,73.8 F,30.00 IN,No data.,0.00 IN,No data.,No data.,2.42 MPH,5.87 MPH,999.00 MPH
2013-08-17,64.6 F,69.3 F,80.4 F,30.03 IN,No data.,0.00 IN,No data.,No data.,4.14 MPH,11.39 MPH,999.00 MPH
2013-08-18,59.9 F,65.4 F,74.7 F,30.10 IN,No data.,0.00 IN,No data.,No data.,2.88 MPH,8.06 MPH,999.00 MPH
2013-08-19,57.7 F,63.9 F,72.1 F,30.10 IN,No data.,0.00 IN,No data.,No data.,4.03 MPH,10.24 MPH,999.00 MPH
2013-08-20,60.8 F,65.4 F,71.6 F,30.14 IN,No data.,0.00 IN,No data.,No data.,5.06 MPH,13.81 MPH,999.00 MPH
2013-08-21,60.3 F,66.0 F,72.5 F,30.08 IN,No data.,0.00 IN,No data.,No data.,5.41 MPH,13.81 MPH,999.00 MPH
2013-08-22,56.7 F,63.8 F,73.6 F,29.93 IN,No data.,0.00 IN,No data.,No data.,3.22 MPH,12.77 MPH,999.00 MPH
2013-08-23,61.9 F,65.9 F,71.6 F,29.88 IN,No data.,0.00 IN,No data.,No data.,5.87 MPH,11.39 MPH,999.00 MPH
2013-08-24,61.7 F,65.0 F,73.2 F,29.90 IN,No data.,0.00 IN,No data.,No data.,5.06 MPH,11.39 MPH,999.00 MPH
2013-08-25,57.7 F,62.1 F,69.8 F,29.92 IN,No data.,0.00 IN,No data.,No data.,3.68 MPH,12.77 MPH,999.00 MPH
2013-08-26,59.4 F,64.4 F,71.8 F,29.90 IN,No data.,0.00 IN,No data.,No data.,3.45 MPH,11.39 MPH,999.00 MPH
2013-08-27,59.7 F,64.3 F,70.5 F,29.93 IN,No data.,0.00 IN,No data.,No data.,3.22 MPH,9.21 MPH,999.00 MPH
2013-08-28,58.3 F,64.8 F,74.1 F,29.86 IN,No data.,0.00 IN,No data.,No data.,3.22 MPH,5.87 MPH,999.00 MPH
2013-08-29,61.5 F,67.1 F,73.6 F,29.90 IN,No data.,0.00 IN,No data.,No data.,3.45 MPH,6.90 MPH,999.00 MPH
2013-08-30,63.0 F,67.6 F,73.6 F,30.08 IN,No data.,0.00 IN,No data.,No data.,4.49 MPH,6.90 MPH,999.00 MPH
2013-08-31,59.0 F,65.0 F,73.4 F,30.05 IN,No data.,0.00 IN,No data.,No data.,5.87 MPH,13.81 MPH,999.00 MPH
2013-09-01,57.9 F,64.2 F,72.7 F,29.87 IN,No data.,0.00 IN,No data.,No data.,2.65 MPH,10.24 MPH,999.00 MPH
2013-09-02,59.2 F,67.0 F,81.5 F,29.88 IN,No data.,0.00 IN,No data.,No data.,2.30 MPH,6.90 MPH,999.00 MPH
2013-09-03,59.5 F,63.4 F,71.6 F,29.97 IN,No data.,0.00 IN,No data.,No data.,3.57 MPH,8.06 MPH,999.00 MPH
2013-09-04,59.5 F,63.1 F,69.1 F,30.03 IN,No data.,0.00 IN,No data.,No data.,3.68 MPH,11.39 MPH,999.00 MPH
2013-09-05,58.6 F,62.3 F,70.0 F,30.04 IN,No data.,0.00 IN,No data.,No data.,3.45 MPH,8.06 MPH,999.00 MPH
2013-09-06,59.5 F,62.2 F,68.9 F,30.00 IN,No data.,0.00 IN,No data.,No data.,3.80 MPH,6.90 MPH,999.00 MPH
2013-09-07,59.2 F,63.5 F,68.7 F,30.10 IN,No data.,0.00 IN,No data.,No data.,4.14 MPH,9.21 MPH,999.00 MPH
2013-09-08,56.7 F,62.5 F,72.5 F,30.09 IN,No data.,0.00 IN,No data.,No data.,3.57 MPH,10.24 MPH,999.00 MPH
2013-09-09,56.7 F,60.7 F,67.3 F,30.06 IN,No data.,0.00 IN,No data.,No data.,2.88 MPH,5.87 MPH,999.00 MPH
2013-09-10,57.6 F,64.5 F,74.7 F,29.99 IN,No data.,0.00 IN,No data.,No data.,5.06 MPH,13.81 MPH,999.00 MPH
2013-09-11,59.0 F,67.2 F,75.2 F,29.92 IN,No data.,0.00 IN,No data.,No data.,3.34 MPH,12.77 MPH,999.00 MPH
2013-09-12,59.2 F,64.4 F,74.7 F,29.96 IN,No data.,0.00 IN,No data.,No data.,3.68 MPH,9.21 MPH,999.00 MPH
2013-09-13,59.2 F,61.3 F,67.3 F,29.96 IN,No data.,0.00 IN,No data.,No data.,2.99 MPH,5.87 MPH,999.00 MPH
2013-09-14,59.2 F,61.8 F,64.0 F,29.88 IN,No data.,0.00 IN,No data.,No data.,4.03 MPH,11.39 MPH,999.00 MPH
2013-09-15,56.1 F,59.7 F,64.4 F,29.76 IN,No data.,0.00 IN,No data.,No data.,3.68 MPH,9.21 MPH,999.00 MPH
2013-09-16,61.3 F,63.1 F,67.3 F,29.87 IN,No data.,0.00 IN,No data.,No data.,7.13 MPH,13.81 MPH,999.00 MPH
2013-09-17,56.5 F,59.7 F,64.0 F,29.91 IN,No data.,0.00 IN,No data.,No data.,3.68 MPH,12.77 MPH,999.00 MPH
2013-09-18,55.9 F,58.6 F,62.8 F,30.00 IN,No data.,0.00 IN,No data.,No data.,3.57 MPH,8.06 MPH,999.00 MPH
